case,quantity,value,err,unit,basis,note,status
P_4121_125mW_130C,mu6@1,0.135429,,MHz^6,"estimator on the archive grid against the direct truncated moment 0.135428 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 5.21e-05. the bare model's truncated moment is 0.135469, so the strip baseline's bias at this window is -3.961e-05 (-0.0292 per cent)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4121_125mW_130C,mu7@1,-2.77856e-07,,MHz^7,"estimator on the archive grid against the direct truncated moment -5.49336e-06 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 2.73e-04. the bare model's truncated moment is -5.3597e-06, so the strip baseline's bias at this window is +5.082e-06 (+0.000266 in units of k2^(n/2), the odd orders of a symmetric line being zero)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4121_125mW_130C,mu2@2,1.18685,,MHz^2,"estimator on the archive grid against the direct truncated moment 1.18682 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 1.85e-05. the bare model's truncated moment is 1.18773, so the strip baseline's bias at this window is -0.0008797 (-0.0741 per cent)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4121_125mW_130C,mu3@2,-5.94127e-06,,MHz^3,"estimator on the archive grid against the direct truncated moment -6.20646e-06 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 2.05e-07. the bare model's truncated moment is -5.21816e-06, so the strip baseline's bias at this window is -7.231e-07 (-5.59e-07 in units of k2^(n/2), the odd orders of a symmetric line being zero)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4121_125mW_130C,mu4@2,2.71219,,MHz^4,"estimator on the archive grid against the direct truncated moment 2.71213 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 4.37e-05. the bare model's truncated moment is 2.71513, so the strip baseline's bias at this window is -0.002941 (-0.108 per cent)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4121_125mW_130C,mu5@2,-2.46612e-05,,MHz^5,"estimator on the archive grid against the direct truncated moment -3.28385e-05 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 5.33e-06. the bare model's truncated moment is -2.83823e-05, so the strip baseline's bias at this window is +3.721e-06 (+2.42e-06 in units of k2^(n/2), the odd orders of a symmetric line being zero)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4121_125mW_130C,mu6@2,7.54604,,MHz^6,"estimator on the archive grid against the direct truncated moment 7.54587 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 9.99e-05. the bare model's truncated moment is 7.5557, so the strip baseline's bias at this window is -0.009663 (-0.128 per cent)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4121_125mW_130C,mu7@2,-9.01502e-05,,MHz^7,"estimator on the archive grid against the direct truncated moment -0.000154545 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 3.54e-05. the bare model's truncated moment is -0.000136875, so the strip baseline's bias at this window is +4.673e-05 (+2.57e-05 in units of k2^(n/2), the odd orders of a symmetric line being zero)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4121_125mW_130C,mu2@3,2.38217,,MHz^2,"estimator on the archive grid against the direct truncated moment 2.38213 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 2.00e-05. the bare model's truncated moment is 2.38646, so the strip baseline's bias at this window is -0.004285 (-0.18 per cent)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4121_125mW_130C,mu3@3,-2.47358e-05,,MHz^3,"estimator on the archive grid against the direct truncated moment -2.66245e-05 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 5.14e-07. the bare model's truncated moment is -1.6574e-05, so the strip baseline's bias at this window is -8.162e-06 (-2.22e-06 in units of k2^(n/2), the odd orders of a symmetric line being zero)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4121_125mW_130C,mu4@3,11.6885,,MHz^4,"estimator on the archive grid against the direct truncated moment 11.6882 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 4.82e-05. the bare model's truncated moment is 11.7198, so the strip baseline's bias at this window is -0.03137 (-0.268 per cent)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4121_125mW_130C,mu5@3,-0.000201117,,MHz^5,"estimator on the archive grid against the direct truncated moment -0.000244984 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 5.01e-06. the bare model's truncated moment is -0.000150265, so the strip baseline's bias at this window is -5.085e-05 (-5.81e-06 in units of k2^(n/2), the odd orders of a symmetric line being zero)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4121_125mW_130C,mu6@3,71.4194,,MHz^6,"estimator on the archive grid against the direct truncated moment 71.4177 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 1.22e-04. the bare model's truncated moment is 71.6472, so the strip baseline's bias at this window is -0.2278 (-0.318 per cent)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4121_125mW_130C,mu7@3,-0.00149718,,MHz^7,"estimator on the archive grid against the direct truncated moment -0.00205536 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 2.68e-05. the bare model's truncated moment is -0.00127043, so the strip baseline's bias at this window is -0.0002268 (-1.09e-05 in units of k2^(n/2), the odd orders of a symmetric line being zero)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4121_125mW_130C,mu2@5,5.11518,,MHz^2,"estimator on the archive grid against the direct truncated moment 5.11503 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 3.00e-05. the bare model's truncated moment is 5.14461, so the strip baseline's bias at this window is -0.02943 (-0.572 per cent)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4121_125mW_130C,mu3@5,-0.000257442,,MHz^3,"estimator on the archive grid against the direct truncated moment -0.000260272 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 2.45e-07. the bare model's truncated moment is -6.44892e-05, so the strip baseline's bias at this window is -0.000193 (-1.67e-05 in units of k2^(n/2), the odd orders of a symmetric line being zero)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4121_125mW_130C,mu4@5,62.9884,,MHz^4,"estimator on the archive grid against the direct truncated moment 62.9859 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 9.49e-05. the bare model's truncated moment is 63.5559, so the strip baseline's bias at this window is -0.5675 (-0.893 per cent)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4121_125mW_130C,mu5@5,-0.00609648,,MHz^5,"estimator on the archive grid against the direct truncated moment -0.0060832 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 2.24e-07. the bare model's truncated moment is -0.00126473, so the strip baseline's bias at this window is -0.004832 (-8.17e-05 in units of k2^(n/2), the odd orders of a symmetric line being zero)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4121_125mW_130C,mu6@5,1018.17,,MHz^6,"estimator on the archive grid against the direct truncated moment 1018.13 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 3.30e-04. the bare model's truncated moment is 1029.29, so the strip baseline's bias at this window is -11.12 (-1.08 per cent)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4121_125mW_130C,mu7@5,-0.132385,,MHz^7,"estimator on the archive grid against the direct truncated moment -0.130289 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 6.92e-06. the bare model's truncated moment is -0.023864, so the strip baseline's bias at this window is -0.1085 (-0.000359 in units of k2^(n/2), the odd orders of a symmetric line being zero)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4121_125mW_130C,mu2@8,9.11092,,MHz^2,"estimator on the archive grid against the direct truncated moment 9.11068 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 2.68e-05. the bare model's truncated moment is 9.26916, so the strip baseline's bias at this window is -0.1582 (-1.71 per cent)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4121_125mW_130C,mu3@8,-0.003044,,MHz^3,"estimator on the archive grid against the direct truncated moment -0.00299604 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 1.74e-06. the bare model's truncated moment is -0.000140541, so the strip baseline's bias at this window is -0.002903 (-0.000106 in units of k2^(n/2), the odd orders of a symmetric line being zero)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4121_125mW_130C,mu4@8,252.158,,MHz^4,"estimator on the archive grid against the direct truncated moment 252.151 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 8.21e-05. the bare model's truncated moment is 259.504, so the strip baseline's bias at this window is -7.346 (-2.83 per cent)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4121_125mW_130C,mu5@8,-0.175404,,MHz^5,"estimator on the archive grid against the direct truncated moment -0.173047 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 9.41e-06. the bare model's truncated moment is -0.00544262, so the strip baseline's bias at this window is -0.17 (-0.000678 in units of k2^(n/2), the odd orders of a symmetric line being zero)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4121_125mW_130C,mu6@8,9896.74,,MHz^6,"estimator on the archive grid against the direct truncated moment 9896.5 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 3.12e-04. the bare model's truncated moment is 10253.8, so the strip baseline's bias at this window is -357 (-3.48 per cent)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4121_125mW_130C,mu7@8,-9.43472,,MHz^7,"estimator on the archive grid against the direct truncated moment -9.33749 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 4.26e-05. the bare model's truncated moment is -0.224118, so the strip baseline's bias at this window is -9.211 (-0.00404 in units of k2^(n/2), the odd orders of a symmetric line being zero)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4121_125mW_130C,mu2@13,14.9702,,MHz^2,"estimator on the archive grid against the direct truncated moment 14.9698 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 2.37e-05. the bare model's truncated moment is 15.7813, so the strip baseline's bias at this window is -0.8111 (-5.14 per cent)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4121_125mW_130C,mu3@13,-0.041032,,MHz^3,"estimator on the archive grid against the direct truncated moment -0.0409729 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 1.02e-06. the bare model's truncated moment is -0.000205309, so the strip baseline's bias at this window is -0.04083 (-0.000705 in units of k2^(n/2), the odd orders of a symmetric line being zero)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4121_125mW_130C,mu4@13,949.591,,MHz^4,"estimator on the archive grid against the direct truncated moment 949.57 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 9.36e-05. the bare model's truncated moment is 1043, so the strip baseline's bias at this window is -93.41 (-8.96 per cent)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4121_125mW_130C,mu5@13,-5.86081,,MHz^5,"estimator on the archive grid against the direct truncated moment -5.85577 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 5.82e-06. the bare model's truncated moment is -0.0141708, so the strip baseline's bias at this window is -5.847 (-0.00674 in units of k2^(n/2), the odd orders of a symmetric line being zero)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4121_125mW_130C,mu6@13,94275.4,,MHz^6,"estimator on the archive grid against the direct truncated moment 94273.4 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 5.78e-04. the bare model's truncated moment is 105952, so the strip baseline's bias at this window is -1.168e+04 (-11 per cent)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4121_125mW_130C,mu7@13,-809.688,,MHz^7,"estimator on the archive grid against the direct truncated moment -809.175 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 3.96e-05. the bare model's truncated moment is -1.26926, so the strip baseline's bias at this window is -808.4 (-0.0623 in units of k2^(n/2), the odd orders of a symmetric line being zero)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4121_125mW_130C,mu2@21,22.1373,,MHz^2,"estimator on the archive grid against the direct truncated moment 22.1367 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 2.56e-05. the bare model's truncated moment is 25.9373, so the strip baseline's bias at this window is -3.8 (-14.7 per cent)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4121_125mW_130C,mu3@21,-0.512826,,MHz^3,"estimator on the archive grid against the direct truncated moment -0.51284 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 1.35e-07. the bare model's truncated moment is -0.000241995, so the strip baseline's bias at this window is -0.5126 (-0.00492 in units of k2^(n/2), the odd orders of a symmetric line being zero)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4121_125mW_130C,mu4@21,3082.17,,MHz^4,"estimator on the archive grid against the direct truncated moment 3082.07 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 1.87e-04. the bare model's truncated moment is 4172.2, so the strip baseline's bias at this window is -1090 (-26.1 per cent)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4121_125mW_130C,mu5@21,-180.11,,MHz^5,"estimator on the archive grid against the direct truncated moment -180.131 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 9.15e-06. the bare model's truncated moment is -0.0272612, so the strip baseline's bias at this window is -180.1 (-0.0781 in units of k2^(n/2), the odd orders of a symmetric line being zero)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4121_125mW_130C,mu6@21,750873,,MHz^6,"estimator on the archive grid against the direct truncated moment 750848 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 2.33e-03. the bare model's truncated moment is 1.10094e+06, so the strip baseline's bias at this window is -3.501e+05 (-31.8 per cent)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz. REFUSED from the vector: unresolved at the archive's sampling",DIAGNOSTIC
P_4121_125mW_130C,mu7@21,-63498,,MHz^7,"estimator on the archive grid against the direct truncated moment -63506.9 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 1.74e-04. the bare model's truncated moment is -5.39519, so the strip baseline's bias at this window is -6.349e+04 (-1.24 in units of k2^(n/2), the odd orders of a symmetric line being zero)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4121_175mW_130C,mu2@0.5,0.0826766,,MHz^2,"estimator on the archive grid against the direct truncated moment 0.0826768 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 3.19e-06. the bare model's truncated moment is 0.0826806, so the strip baseline's bias at this window is -4.076e-06 (-0.00493 per cent)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4121_175mW_130C,mu3@0.5,3.46381e-08,,MHz^3,"estimator on the archive grid against the direct truncated moment -2.31162e-06 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 9.87e-05. the bare model's truncated moment is -2.31687e-06, so the strip baseline's bias at this window is +2.352e-06 (+9.89e-05 in units of k2^(n/2), the odd orders of a symmetric line being zero)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4121_175mW_130C,mu4@0.5,0.0123596,,MHz^4,"estimator on the archive grid against the direct truncated moment 0.0123597 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 1.84e-05. the bare model's truncated moment is 0.0123605, so the strip baseline's bias at this window is -9.615e-07 (-0.00778 per cent)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4121_175mW_130C,mu5@0.5,1.07091e-08,,MHz^5,"estimator on the archive grid against the direct truncated moment -2.64689e-07 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 1.40e-04. the bare model's truncated moment is -2.67451e-07, so the strip baseline's bias at this window is +2.782e-07 (+0.000142 in units of k2^(n/2), the odd orders of a symmetric line being zero)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4121_175mW_130C,mu6@0.5,0.00220292,,MHz^6,"estimator on the archive grid against the direct truncated moment 0.00220297 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 8.13e-05. the bare model's truncated moment is 0.00220315, so the strip baseline's bias at this window is -2.259e-07 (-0.0103 per cent)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4121_175mW_130C,mu7@0.5,2.77237e-09,,MHz^7,"estimator on the archive grid against the direct truncated moment -1.08105e-08 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 8.36e-05. the bare model's truncated moment is -1.1834e-08, so the strip baseline's bias at this window is +1.461e-08 (+8.99e-05 in units of k2^(n/2), the odd orders of a symmetric line being zero)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4121_175mW_130C,mu2@1,0.32323,,MHz^2,"estimator on the archive grid against the direct truncated moment 0.323233 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 8.89e-06. the bare model's truncated moment is 0.323292, so the strip baseline's bias at this window is -6.209e-05 (-0.0192 per cent)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4121_175mW_130C,mu3@1,3.69112e-07,,MHz^3,"estimator on the archive grid against the direct truncated moment -1.58066e-07 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 2.87e-06. the bare model's truncated moment is -1.69646e-07, so the strip baseline's bias at this window is +5.388e-07 (+2.93e-06 in units of k2^(n/2), the odd orders of a symmetric line being zero)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4121_175mW_130C,mu4@1,0.191409,,MHz^4,"estimator on the archive grid against the direct truncated moment 0.191414 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 4.72e-05. the bare model's truncated moment is 0.191464, so the strip baseline's bias at this window is -5.53e-05 (-0.0289 per cent)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4121_175mW_130C,mu5@1,3.56282e-07,,MHz^5,"estimator on the archive grid against the direct truncated moment 4.89162e-07 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 2.24e-06. the bare model's truncated moment is 4.63917e-07, so the strip baseline's bias at this window is -1.076e-07 (-1.81e-06 in units of k2^(n/2), the odd orders of a symmetric line being zero)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4121_175mW_130C,mu6@1,0.135734,,MHz^6,"estimator on the archive grid against the direct truncated moment 0.135741 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 2.08e-04. the bare model's truncated moment is 0.135783, so the strip baseline's bias at this window is -4.882e-05 (-0.036 per cent)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4121_175mW_130C,mu7@1,3.13617e-07,,MHz^7,"estimator on the archive grid against the direct truncated moment 1.10524e-06 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 4.12e-05. the bare model's truncated moment is 1.06154e-06, so the strip baseline's bias at this window is -7.479e-07 (-3.9e-05 in units of k2^(n/2), the odd orders of a symmetric line being zero)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4121_175mW_130C,mu2@2,1.19213,,MHz^2,"estimator on the archive grid against the direct truncated moment 1.19212 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 5.42e-06. the bare model's truncated moment is 1.19304, so the strip baseline's bias at this window is -0.0009056 (-0.0759 per cent)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4121_175mW_130C,mu3@2,-4.47396e-06,,MHz^3,"estimator on the archive grid against the direct truncated moment -7.13715e-06 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 2.05e-06. the bare model's truncated moment is -5.89254e-06, so the strip baseline's bias at this window is +1.419e-06 (+1.09e-06 in units of k2^(n/2), the odd orders of a symmetric line being zero)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4121_175mW_130C,mu4@2,2.72925,,MHz^4,"estimator on the archive grid against the direct truncated moment 2.72923 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 1.46e-05. the bare model's truncated moment is 2.73227, so the strip baseline's bias at this window is -0.00302 (-0.111 per cent)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4121_175mW_130C,mu5@2,-2.08685e-05,,MHz^5,"estimator on the archive grid against the direct truncated moment -2.19507e-05 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 6.97e-07. the bare model's truncated moment is -1.69017e-05, so the strip baseline's bias at this window is -3.967e-06 (-2.56e-06 in units of k2^(n/2), the odd orders of a symmetric line being zero)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4121_175mW_130C,mu6@2,7.6008,,MHz^6,"estimator on the archive grid against the direct truncated moment 7.60075 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 2.97e-05. the bare model's truncated moment is 7.61071, so the strip baseline's bias at this window is -0.009911 (-0.13 per cent)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4121_175mW_130C,mu7@2,-8.00896e-05,,MHz^7,"estimator on the archive grid against the direct truncated moment -4.36424e-05 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 1.97e-05. the bare model's truncated moment is -2.62498e-05, so the strip baseline's bias at this window is -5.384e-05 (-2.91e-05 in units of k2^(n/2), the odd orders of a symmetric line being zero)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
