quantity,key,value,err,unit,status
gamma_coll,4121_130C_75mW_m1.3,0.29030,0.12788,"mult 1.3, realised half-width 24.5 MHz, chi2_red 0.861",DIAGNOSTIC
gamma_drift_sigma,4121_130C_75mW,+0.11,,"(gamma at mult 1.3) minus (at 0.85), in combined sigma, over the wing-safe range only",DIAGNOSTIC
gamma_coll,4154_130C_125mW_m0.5,0.28218,0.07999,"mult 0.5, realised half-width 9.6 MHz, chi2_red 0.842",DIAGNOSTIC
gamma_coll,4154_130C_125mW_m0.7,0.28367,0.04943,"mult 0.7, realised half-width 13.4 MHz, chi2_red 0.858",DIAGNOSTIC
gamma_coll,4154_130C_125mW_m0.85,0.25297,0.04072,"mult 0.85, realised half-width 16.3 MHz, chi2_red 0.862",DIAGNOSTIC
gamma_coll,4154_130C_125mW_m1.0,0.22853,0.03574,"mult 1.0, realised half-width 19.1 MHz, chi2_red 0.869",DIAGNOSTIC
gamma_coll,4154_130C_125mW_m1.15,0.24305,0.03250,"mult 1.15, realised half-width 22.0 MHz, chi2_red 0.885",DIAGNOSTIC
gamma_coll,4154_130C_125mW_m1.3,0.24171,0.03039,"mult 1.3, realised half-width 24.9 MHz, chi2_red 0.898",DIAGNOSTIC
gamma_drift_sigma,4154_130C_125mW,-0.22,,"(gamma at mult 1.3) minus (at 0.85), in combined sigma, over the wing-safe range only",DIAGNOSTIC
gamma_coll,4154_130C_175mW_m0.5,0.15161,0.05659,"mult 0.5, realised half-width 9.5 MHz, chi2_red 0.984",DIAGNOSTIC
gamma_coll,4154_130C_175mW_m0.7,0.18444,0.03585,"mult 0.7, realised half-width 13.3 MHz, chi2_red 0.988",DIAGNOSTIC
gamma_coll,4154_130C_175mW_m0.85,0.18501,0.02983,"mult 0.85, realised half-width 16.2 MHz, chi2_red 0.984",DIAGNOSTIC
gamma_coll,4154_130C_175mW_m1.0,0.20620,0.02632,"mult 1.0, realised half-width 19.0 MHz, chi2_red 0.977",DIAGNOSTIC
gamma_coll,4154_130C_175mW_m1.15,0.19816,0.02418,"mult 1.15, realised half-width 21.9 MHz, chi2_red 0.974",DIAGNOSTIC
gamma_coll,4154_130C_175mW_m1.3,0.21702,0.02268,"mult 1.3, realised half-width 24.7 MHz, chi2_red 0.961",DIAGNOSTIC
gamma_drift_sigma,4154_130C_175mW,+0.85,,"(gamma at mult 1.3) minus (at 0.85), in combined sigma, over the wing-safe range only",DIAGNOSTIC
gamma_coll,4154_130C_225mW_m0.5,0.24079,0.03890,"mult 0.5, realised half-width 9.3 MHz, chi2_red 1.053",DIAGNOSTIC
gamma_coll,4154_130C_225mW_m0.7,0.22072,0.02452,"mult 0.7, realised half-width 13.0 MHz, chi2_red 1.006",DIAGNOSTIC
gamma_coll,4154_130C_225mW_m0.85,0.20293,0.02046,"mult 0.85, realised half-width 15.8 MHz, chi2_red 0.998",DIAGNOSTIC
gamma_coll,4154_130C_225mW_m1.0,0.20764,0.01812,"mult 1.0, realised half-width 18.6 MHz, chi2_red 0.995",DIAGNOSTIC
gamma_coll,4154_130C_225mW_m1.15,0.20726,0.01666,"mult 1.15, realised half-width 21.4 MHz, chi2_red 0.994",DIAGNOSTIC
gamma_coll,4154_130C_225mW_m1.3,0.19399,0.01568,"mult 1.3, realised half-width 24.2 MHz, chi2_red 0.986",DIAGNOSTIC
gamma_drift_sigma,4154_130C_225mW,-0.35,,"(gamma at mult 1.3) minus (at 0.85), in combined sigma, over the wing-safe range only",DIAGNOSTIC
gamma_coll,4154_130C_25mW_m0.5,0.64312,0.57097,"mult 0.5, realised half-width 9.6 MHz, chi2_red 0.802",DIAGNOSTIC
gamma_coll,4154_130C_25mW_m0.7,0.30754,0.38109,"mult 0.7, realised half-width 13.5 MHz, chi2_red 0.811",DIAGNOSTIC
gamma_coll,4154_130C_25mW_m0.85,0.16780,0.32199,"mult 0.85, realised half-width 16.3 MHz, chi2_red 0.817",DIAGNOSTIC
gamma_coll,4154_130C_25mW_m1.0,0.08054,0.28734,"mult 1.0, realised half-width 19.2 MHz, chi2_red 0.839",DIAGNOSTIC
gamma_coll,4154_130C_25mW_m1.15,0.00000,0.26542,"mult 1.15, realised half-width 22.1 MHz, chi2_red 0.834",DIAGNOSTIC
gamma_coll,4154_130C_25mW_m1.3,0.00000,0.25066,"mult 1.3, realised half-width 25.0 MHz, chi2_red 0.827",DIAGNOSTIC
gamma_drift_sigma,4154_130C_25mW,-0.41,,"(gamma at mult 1.3) minus (at 0.85), in combined sigma, over the wing-safe range only",DIAGNOSTIC
gamma_coll,4154_130C_75mW_m0.5,0.22234,0.17349,"mult 0.5, realised half-width 9.3 MHz, chi2_red 0.881",DIAGNOSTIC
gamma_coll,4154_130C_75mW_m0.7,0.26159,0.10768,"mult 0.7, realised half-width 13.1 MHz, chi2_red 0.870",DIAGNOSTIC
gamma_coll,4154_130C_75mW_m0.85,0.22646,0.08871,"mult 0.85, realised half-width 15.9 MHz, chi2_red 0.878",DIAGNOSTIC
gamma_coll,4154_130C_75mW_m1.0,0.16997,0.07818,"mult 1.0, realised half-width 18.7 MHz, chi2_red 0.871",DIAGNOSTIC
gamma_coll,4154_130C_75mW_m1.15,0.16821,0.07112,"mult 1.15, realised half-width 21.5 MHz, chi2_red 0.871",DIAGNOSTIC
gamma_coll,4154_130C_75mW_m1.3,0.18387,0.06641,"mult 1.3, realised half-width 24.3 MHz, chi2_red 0.863",DIAGNOSTIC
gamma_drift_sigma,4154_130C_75mW,-0.38,,"(gamma at mult 1.3) minus (at 0.85), in combined sigma, over the wing-safe range only",DIAGNOSTIC
gamma_coll,4192_130C_125mW_m0.5,0.14441,0.22778,"mult 0.5, realised half-width 9.6 MHz, chi2_red 0.866",DIAGNOSTIC
gamma_coll,4192_130C_125mW_m0.7,0.15810,0.14178,"mult 0.7, realised half-width 13.5 MHz, chi2_red 0.862",DIAGNOSTIC
gamma_coll,4192_130C_125mW_m0.85,0.17724,0.11687,"mult 0.85, realised half-width 16.3 MHz, chi2_red 0.858",DIAGNOSTIC
gamma_coll,4192_130C_125mW_m1.0,0.16547,0.10300,"mult 1.0, realised half-width 19.2 MHz, chi2_red 0.836",DIAGNOSTIC
gamma_coll,4192_130C_125mW_m1.15,0.17099,0.09409,"mult 1.15, realised half-width 22.1 MHz, chi2_red 0.837",DIAGNOSTIC
gamma_coll,4192_130C_125mW_m1.3,0.17182,0.08819,"mult 1.3, realised half-width 25.0 MHz, chi2_red 0.842",DIAGNOSTIC
gamma_drift_sigma,4192_130C_125mW,-0.04,,"(gamma at mult 1.3) minus (at 0.85), in combined sigma, over the wing-safe range only",DIAGNOSTIC
gamma_coll,4192_130C_175mW_m0.5,0.26608,0.07654,"mult 0.5, realised half-width 9.5 MHz, chi2_red 1.033",DIAGNOSTIC
gamma_coll,4192_130C_175mW_m0.7,0.26911,0.04782,"mult 0.7, realised half-width 13.2 MHz, chi2_red 0.993",DIAGNOSTIC
gamma_coll,4192_130C_175mW_m0.85,0.23234,0.03990,"mult 0.85, realised half-width 16.1 MHz, chi2_red 0.973",DIAGNOSTIC
gamma_coll,4192_130C_175mW_m1.0,0.22320,0.03527,"mult 1.0, realised half-width 18.9 MHz, chi2_red 0.959",DIAGNOSTIC
gamma_coll,4192_130C_175mW_m1.15,0.21943,0.03236,"mult 1.15, realised half-width 21.8 MHz, chi2_red 0.952",DIAGNOSTIC
gamma_coll,4192_130C_175mW_m1.3,0.21788,0.03037,"mult 1.3, realised half-width 24.6 MHz, chi2_red 0.949",DIAGNOSTIC
gamma_drift_sigma,4192_130C_175mW,-0.29,,"(gamma at mult 1.3) minus (at 0.85), in combined sigma, over the wing-safe range only",DIAGNOSTIC
gamma_coll,4192_130C_225mW_m0.5,0.23168,0.05946,"mult 0.5, realised half-width 9.3 MHz, chi2_red 1.135",DIAGNOSTIC
gamma_coll,4192_130C_225mW_m0.7,0.21770,0.03726,"mult 0.7, realised half-width 13.0 MHz, chi2_red 1.071",DIAGNOSTIC
gamma_coll,4192_130C_225mW_m0.85,0.21442,0.03073,"mult 0.85, realised half-width 15.8 MHz, chi2_red 1.044",DIAGNOSTIC
gamma_coll,4192_130C_225mW_m1.0,0.22598,0.02719,"mult 1.0, realised half-width 18.6 MHz, chi2_red 1.043",DIAGNOSTIC
gamma_coll,4192_130C_225mW_m1.15,0.21385,0.02493,"mult 1.15, realised half-width 21.4 MHz, chi2_red 1.034",DIAGNOSTIC
gamma_coll,4192_130C_225mW_m1.3,0.21129,0.02348,"mult 1.3, realised half-width 24.2 MHz, chi2_red 1.037",DIAGNOSTIC
gamma_drift_sigma,4192_130C_225mW,-0.08,,"(gamma at mult 1.3) minus (at 0.85), in combined sigma, over the wing-safe range only",DIAGNOSTIC
gamma_coll,4192_130C_25mW_m0.5,0.32128,0.38270,"mult 0.5, realised half-width 9.3 MHz, chi2_red 0.808",DIAGNOSTIC
gamma_coll,4192_130C_25mW_m0.7,0.34381,0.09419,"mult 0.7, realised half-width 13.1 MHz, chi2_red 0.810",DIAGNOSTIC
gamma_coll,4192_130C_25mW_m0.85,0.34029,0.08619,"mult 0.85, realised half-width 15.9 MHz, chi2_red 0.838",DIAGNOSTIC
gamma_coll,4192_130C_25mW_m1.0,0.35905,0.08774,"mult 1.0, realised half-width 18.7 MHz, chi2_red 0.836",DIAGNOSTIC
gamma_coll,4192_130C_25mW_m1.15,0.35709,0.07724,"mult 1.15, realised half-width 21.5 MHz, chi2_red 0.842",DIAGNOSTIC
gamma_coll,4192_130C_25mW_m1.3,0.35477,0.16062,"mult 1.3, realised half-width 24.3 MHz, chi2_red 0.843",DIAGNOSTIC
gamma_drift_sigma,4192_130C_25mW,+0.08,,"(gamma at mult 1.3) minus (at 0.85), in combined sigma, over the wing-safe range only",DIAGNOSTIC
gamma_coll,4192_130C_75mW_m0.5,0.43311,0.20024,"mult 0.5, realised half-width 9.6 MHz, chi2_red 0.892",DIAGNOSTIC
gamma_coll,4192_130C_75mW_m0.7,0.32082,0.12518,"mult 0.7, realised half-width 13.4 MHz, chi2_red 0.889",DIAGNOSTIC
gamma_coll,4192_130C_75mW_m0.85,0.32470,0.10254,"mult 0.85, realised half-width 16.3 MHz, chi2_red 0.874",DIAGNOSTIC
gamma_coll,4192_130C_75mW_m1.0,0.30334,0.08999,"mult 1.0, realised half-width 19.2 MHz, chi2_red 0.872",DIAGNOSTIC
gamma_coll,4192_130C_75mW_m1.15,0.26437,0.08234,"mult 1.15, realised half-width 22.1 MHz, chi2_red 0.877",DIAGNOSTIC
gamma_coll,4192_130C_75mW_m1.3,0.26590,0.07695,"mult 1.3, realised half-width 25.0 MHz, chi2_red 0.869",DIAGNOSTIC
gamma_drift_sigma,4192_130C_75mW,-0.46,,"(gamma at mult 1.3) minus (at 0.85), in combined sigma, over the wing-safe range only",DIAGNOSTIC
gamma_coll,4207_130C_125mW_m0.5,0.29684,0.19578,"mult 0.5, realised half-width 9.6 MHz, chi2_red 0.782",DIAGNOSTIC
gamma_coll,4207_130C_125mW_m0.7,0.21978,0.12244,"mult 0.7, realised half-width 13.4 MHz, chi2_red 0.779",DIAGNOSTIC
gamma_coll,4207_130C_125mW_m0.85,0.26518,0.09997,"mult 0.85, realised half-width 16.3 MHz, chi2_red 0.784",DIAGNOSTIC
gamma_coll,4207_130C_125mW_m1.0,0.26147,0.08768,"mult 1.0, realised half-width 19.1 MHz, chi2_red 0.786",DIAGNOSTIC
gamma_coll,4207_130C_125mW_m1.15,0.26728,0.07982,"mult 1.15, realised half-width 22.0 MHz, chi2_red 0.787",DIAGNOSTIC
gamma_coll,4207_130C_125mW_m1.3,0.25991,0.07468,"mult 1.3, realised half-width 24.9 MHz, chi2_red 0.789",DIAGNOSTIC
gamma_drift_sigma,4207_130C_125mW,-0.04,,"(gamma at mult 1.3) minus (at 0.85), in combined sigma, over the wing-safe range only",DIAGNOSTIC
gamma_coll,4207_130C_175mW_m0.5,0.26170,0.16294,"mult 0.5, realised half-width 9.6 MHz, chi2_red 0.895",DIAGNOSTIC
gamma_coll,4207_130C_175mW_m0.7,0.21463,0.10191,"mult 0.7, realised half-width 13.4 MHz, chi2_red 0.898",DIAGNOSTIC
gamma_coll,4207_130C_175mW_m0.85,0.23480,0.08387,"mult 0.85, realised half-width 16.3 MHz, chi2_red 0.898",DIAGNOSTIC
gamma_coll,4207_130C_175mW_m1.0,0.25666,0.07361,"mult 1.0, realised half-width 19.1 MHz, chi2_red 0.892",DIAGNOSTIC
gamma_coll,4207_130C_175mW_m1.15,0.25999,0.06726,"mult 1.15, realised half-width 22.0 MHz, chi2_red 0.892",DIAGNOSTIC
gamma_coll,4207_130C_175mW_m1.3,0.24915,0.06321,"mult 1.3, realised half-width 24.9 MHz, chi2_red 0.892",DIAGNOSTIC
gamma_drift_sigma,4207_130C_175mW,+0.14,,"(gamma at mult 1.3) minus (at 0.85), in combined sigma, over the wing-safe range only",DIAGNOSTIC
gamma_coll,4207_130C_225mW_m0.5,0.32984,0.06629,"mult 0.5, realised half-width 9.5 MHz, chi2_red 0.987",DIAGNOSTIC
gamma_coll,4207_130C_225mW_m0.7,0.27812,0.04222,"mult 0.7, realised half-width 13.3 MHz, chi2_red 0.969",DIAGNOSTIC
gamma_coll,4207_130C_225mW_m0.85,0.26266,0.03512,"mult 0.85, realised half-width 16.1 MHz, chi2_red 0.970",DIAGNOSTIC
gamma_coll,4207_130C_225mW_m1.0,0.26763,0.03099,"mult 1.0, realised half-width 19.0 MHz, chi2_red 0.963",DIAGNOSTIC
gamma_coll,4207_130C_225mW_m1.15,0.26983,0.02839,"mult 1.15, realised half-width 21.8 MHz, chi2_red 0.956",DIAGNOSTIC
gamma_coll,4207_130C_225mW_m1.3,0.27096,0.02664,"mult 1.3, realised half-width 24.7 MHz, chi2_red 0.942",DIAGNOSTIC
gamma_drift_sigma,4207_130C_225mW,+0.19,,"(gamma at mult 1.3) minus (at 0.85), in combined sigma, over the wing-safe range only",DIAGNOSTIC
gamma_coll,4207_130C_25mW_m0.5,0.23153,0.68774,"mult 0.5, realised half-width 9.3 MHz, chi2_red 0.932",DIAGNOSTIC
gamma_coll,4207_130C_25mW_m0.7,0.05513,0.45281,"mult 0.7, realised half-width 13.0 MHz, chi2_red 0.911",DIAGNOSTIC
gamma_coll,4207_130C_25mW_m0.85,0.00001,0.37784,"mult 0.85, realised half-width 15.8 MHz, chi2_red 0.912",DIAGNOSTIC
gamma_coll,4207_130C_25mW_m1.0,0.18286,0.32933,"mult 1.0, realised half-width 18.6 MHz, chi2_red 0.903",DIAGNOSTIC
gamma_coll,4207_130C_25mW_m1.15,0.07848,0.30567,"mult 1.15, realised half-width 21.4 MHz, chi2_red 0.897",DIAGNOSTIC
gamma_coll,4207_130C_25mW_m1.3,0.15718,0.28635,"mult 1.3, realised half-width 24.2 MHz, chi2_red 0.902",DIAGNOSTIC
gamma_drift_sigma,4207_130C_25mW,+0.33,,"(gamma at mult 1.3) minus (at 0.85), in combined sigma, over the wing-safe range only",DIAGNOSTIC
gamma_coll,4207_130C_75mW_m0.5,0.23001,0.34412,"mult 0.5, realised half-width 9.6 MHz, chi2_red 0.846",DIAGNOSTIC
gamma_coll,4207_130C_75mW_m0.7,0.27712,0.21114,"mult 0.7, realised half-width 13.4 MHz, chi2_red 0.850",DIAGNOSTIC
gamma_coll,4207_130C_75mW_m0.85,0.24465,0.17361,"mult 0.85, realised half-width 16.3 MHz, chi2_red 0.852",DIAGNOSTIC
gamma_coll,4207_130C_75mW_m1.0,0.27996,0.15134,"mult 1.0, realised half-width 19.1 MHz, chi2_red 0.853",DIAGNOSTIC
gamma_coll,4207_130C_75mW_m1.15,0.24611,0.13842,"mult 1.15, realised half-width 22.0 MHz, chi2_red 0.850",DIAGNOSTIC
gamma_coll,4207_130C_75mW_m1.3,0.25564,0.12935,"mult 1.3, realised half-width 24.9 MHz, chi2_red 0.847",DIAGNOSTIC
gamma_drift_sigma,4207_130C_75mW,+0.05,,"(gamma at mult 1.3) minus (at 0.85), in combined sigma, over the wing-safe range only",DIAGNOSTIC
gamma_coll,4121_110C_m0.5,0.00045,0.22355,"mult 0.5, realised half-width 9.0 MHz, chi2_red 0.813",DIAGNOSTIC
gamma_coll,4121_110C_m0.7,0.13302,0.13690,"mult 0.7, realised half-width 12.6 MHz, chi2_red 0.810",DIAGNOSTIC
gamma_coll,4121_110C_m0.85,0.09436,0.11296,"mult 0.85, realised half-width 15.3 MHz, chi2_red 0.813",DIAGNOSTIC
gamma_coll,4121_110C_m1.0,0.10815,0.09856,"mult 1.0, realised half-width 18.1 MHz, chi2_red 0.811",DIAGNOSTIC
gamma_coll,4121_110C_m1.15,0.10992,0.08971,"mult 1.15, realised half-width 20.8 MHz, chi2_red 0.829",DIAGNOSTIC
gamma_coll,4121_110C_m1.3,0.11570,0.08360,"mult 1.3, realised half-width 23.5 MHz, chi2_red 0.834",DIAGNOSTIC
gamma_drift_sigma,4121_110C,+0.15,,"(gamma at mult 1.3) minus (at 0.85), in combined sigma, over the wing-safe range only",DIAGNOSTIC
gamma_coll,4121_70C_m0.5,0.22770,0.24756,"mult 0.5, realised half-width 8.6 MHz, BELOW THE COMMITTED MIN FLOOR BY DESIGN (wing-clipping diagnostic), chi2_red 0.766",DIAGNOSTIC
gamma_coll,4121_70C_m0.7,0.21322,0.23647,"mult 0.7, realised half-width 12.0 MHz, chi2_red 0.777",DIAGNOSTIC
gamma_coll,4121_70C_m0.85,0.22688,0.17763,"mult 0.85, realised half-width 14.6 MHz, chi2_red 0.792",DIAGNOSTIC
gamma_coll,4121_70C_m1.0,0.22965,0.16652,"mult 1.0, realised half-width 17.1 MHz, chi2_red 0.783",DIAGNOSTIC
gamma_coll,4121_70C_m1.15,0.22596,0.15971,"mult 1.15, realised half-width 19.7 MHz, chi2_red 0.767",DIAGNOSTIC
gamma_coll,4121_70C_m1.3,0.21972,0.15452,"mult 1.3, realised half-width 22.3 MHz, chi2_red 0.772",DIAGNOSTIC
gamma_drift_sigma,4121_70C,-0.03,,"(gamma at mult 1.3) minus (at 0.85), in combined sigma, over the wing-safe range only",DIAGNOSTIC
gamma_coll,4121_90C_m0.5,0.00000,0.31120,"mult 0.5, realised half-width 8.9 MHz, BELOW THE COMMITTED MIN FLOOR BY DESIGN (wing-clipping diagnostic), chi2_red 0.859",DIAGNOSTIC
gamma_coll,4121_90C_m0.7,0.01412,0.19206,"mult 0.7, realised half-width 12.4 MHz, chi2_red 0.840",DIAGNOSTIC
gamma_coll,4121_90C_m0.85,0.02160,0.15761,"mult 0.85, realised half-width 15.1 MHz, chi2_red 0.835",DIAGNOSTIC
gamma_coll,4121_90C_m1.0,0.01530,0.13851,"mult 1.0, realised half-width 17.7 MHz, chi2_red 0.823",DIAGNOSTIC
gamma_coll,4121_90C_m1.15,0.05510,0.12588,"mult 1.15, realised half-width 20.4 MHz, chi2_red 0.835",DIAGNOSTIC
gamma_coll,4121_90C_m1.3,0.05143,0.11777,"mult 1.3, realised half-width 23.0 MHz, chi2_red 0.847",DIAGNOSTIC
gamma_drift_sigma,4121_90C,+0.15,,"(gamma at mult 1.3) minus (at 0.85), in combined sigma, over the wing-safe range only",DIAGNOSTIC
gamma_coll,4154_110C_m0.5,0.01558,0.21716,"mult 0.5, realised half-width 9.0 MHz, chi2_red 0.774",DIAGNOSTIC
gamma_coll,4154_110C_m0.7,0.04559,0.13596,"mult 0.7, realised half-width 12.6 MHz, chi2_red 0.783",DIAGNOSTIC
gamma_coll,4154_110C_m0.85,0.04576,0.11231,"mult 0.85, realised half-width 15.3 MHz, chi2_red 0.778",DIAGNOSTIC
gamma_coll,4154_110C_m1.0,0.07004,0.09841,"mult 1.0, realised half-width 18.0 MHz, chi2_red 0.778",DIAGNOSTIC
gamma_coll,4154_110C_m1.15,0.07135,0.08991,"mult 1.15, realised half-width 20.7 MHz, chi2_red 0.764",DIAGNOSTIC
gamma_coll,4154_110C_m1.3,0.07122,0.08417,"mult 1.3, realised half-width 23.4 MHz, chi2_red 0.760",DIAGNOSTIC
gamma_drift_sigma,4154_110C,+0.18,,"(gamma at mult 1.3) minus (at 0.85), in combined sigma, over the wing-safe range only",DIAGNOSTIC
gamma_coll,4154_70C_m0.5,0.00000,0.20893,"mult 0.5, realised half-width 8.3 MHz, BELOW THE COMMITTED MIN FLOOR BY DESIGN (wing-clipping diagnostic), chi2_red 0.795",DIAGNOSTIC
gamma_coll,4154_70C_m0.7,0.00000,0.16660,"mult 0.7, realised half-width 11.6 MHz, chi2_red 0.810",DIAGNOSTIC
gamma_coll,4154_70C_m0.85,0.00000,0.15016,"mult 0.85, realised half-width 14.1 MHz, chi2_red 0.824",DIAGNOSTIC
gamma_coll,4154_70C_m1.0,0.00000,0.14063,"mult 1.0, realised half-width 16.6 MHz, chi2_red 0.826",DIAGNOSTIC
gamma_coll,4154_70C_m1.15,0.00000,0.13384,"mult 1.15, realised half-width 19.1 MHz, chi2_red 0.840",DIAGNOSTIC
gamma_coll,4154_70C_m1.3,0.00000,0.12896,"mult 1.3, realised half-width 21.5 MHz, chi2_red 0.854",DIAGNOSTIC
gamma_drift_sigma,4154_70C,-0.00,,"(gamma at mult 1.3) minus (at 0.85), in combined sigma, over the wing-safe range only",DIAGNOSTIC
gamma_coll,4154_90C_m0.5,0.10240,0.28110,"mult 0.5, realised half-width 9.1 MHz, chi2_red 0.863",DIAGNOSTIC
gamma_coll,4154_90C_m0.7,0.09816,0.17419,"mult 0.7, realised half-width 12.7 MHz, chi2_red 0.870",DIAGNOSTIC
gamma_coll,4154_90C_m0.85,0.09768,0.14292,"mult 0.85, realised half-width 15.4 MHz, chi2_red 0.864",DIAGNOSTIC
gamma_coll,4154_90C_m1.0,0.07373,0.12560,"mult 1.0, realised half-width 18.2 MHz, chi2_red 0.861",DIAGNOSTIC
gamma_coll,4154_90C_m1.15,0.08975,0.11426,"mult 1.15, realised half-width 20.9 MHz, chi2_red 0.867",DIAGNOSTIC
gamma_coll,4154_90C_m1.3,0.05584,0.10716,"mult 1.3, realised half-width 23.6 MHz, chi2_red 0.873",DIAGNOSTIC
gamma_drift_sigma,4154_90C,-0.23,,"(gamma at mult 1.3) minus (at 0.85), in combined sigma, over the wing-safe range only",DIAGNOSTIC
gamma_coll,4192_110C_m0.5,0.08560,0.11178,"mult 0.5, realised half-width 9.2 MHz, chi2_red 0.917",DIAGNOSTIC
gamma_coll,4192_110C_m0.7,0.11908,0.07123,"mult 0.7, realised half-width 12.8 MHz, chi2_red 0.917",DIAGNOSTIC
gamma_coll,4192_110C_m0.85,0.12107,0.05929,"mult 0.85, realised half-width 15.6 MHz, chi2_red 0.917",DIAGNOSTIC
