quantity,key,value,err,unit,status
joint_chi2,k3.500_b0.0050,+1568.646,,"dchi2 above the joint minimum on the (kappa, beta) grid -- the confidence REGION, not two separate bounds",PRELIM
joint_chi2,k3.500_b0.0150,+40.001,,"dchi2 above the joint minimum on the (kappa, beta) grid -- the confidence REGION, not two separate bounds",PRELIM
joint_chi2,k3.500_b0.0250,+198.438,,"dchi2 above the joint minimum on the (kappa, beta) grid -- the confidence REGION, not two separate bounds",PRELIM
joint_chi2,k3.500_b0.0350,+2466.141,,"dchi2 above the joint minimum on the (kappa, beta) grid -- the confidence REGION, not two separate bounds",PRELIM
joint_chi2,k3.500_b0.0450,+12680.931,,"dchi2 above the joint minimum on the (kappa, beta) grid -- the confidence REGION, not two separate bounds",PRELIM
joint_chi2,k3.500_b0.0550,+34341.992,,"dchi2 above the joint minimum on the (kappa, beta) grid -- the confidence REGION, not two separate bounds",PRELIM
joint_chi2,k3.500_b0.0650,+67666.947,,"dchi2 above the joint minimum on the (kappa, beta) grid -- the confidence REGION, not two separate bounds",PRELIM
joint_chi2,k3.500_b0.0750,+110783.774,,"dchi2 above the joint minimum on the (kappa, beta) grid -- the confidence REGION, not two separate bounds",PRELIM
joint_chi2,k5.000_b0.0050,+1659.489,,"dchi2 above the joint minimum on the (kappa, beta) grid -- the confidence REGION, not two separate bounds",PRELIM
joint_chi2,k5.000_b0.0150,+116.817,,"dchi2 above the joint minimum on the (kappa, beta) grid -- the confidence REGION, not two separate bounds",PRELIM
joint_chi2,k5.000_b0.0250,+265.525,,"dchi2 above the joint minimum on the (kappa, beta) grid -- the confidence REGION, not two separate bounds",PRELIM
joint_chi2,k5.000_b0.0350,+2689.807,,"dchi2 above the joint minimum on the (kappa, beta) grid -- the confidence REGION, not two separate bounds",PRELIM
joint_chi2,k5.000_b0.0450,+13464.533,,"dchi2 above the joint minimum on the (kappa, beta) grid -- the confidence REGION, not two separate bounds",PRELIM
joint_chi2,k5.000_b0.0550,+35790.317,,"dchi2 above the joint minimum on the (kappa, beta) grid -- the confidence REGION, not two separate bounds",PRELIM
joint_chi2,k5.000_b0.0650,+69646.123,,"dchi2 above the joint minimum on the (kappa, beta) grid -- the confidence REGION, not two separate bounds",PRELIM
joint_chi2,k5.000_b0.0750,+113186.923,,"dchi2 above the joint minimum on the (kappa, beta) grid -- the confidence REGION, not two separate bounds",PRELIM
w0_scan,56um,1.211,0.0162,"value=95% kappa bound, err=beta_self, at transit_ref 1.067 MHz -- how both coefficients depend on the ASSUMED waist, which the archive cannot pin",PRELIM
w0_scan,60um,1.190,0.0177,"value=95% kappa bound, err=beta_self, at transit_ref 0.996 MHz -- how both coefficients depend on the ASSUMED waist, which the archive cannot pin",PRELIM
w0_scan,64um,1.196,0.0188,"value=95% kappa bound, err=beta_self, at transit_ref 0.933 MHz -- how both coefficients depend on the ASSUMED waist, which the archive cannot pin",PRELIM
w0_scan,68um,1.288,0.0196,"value=95% kappa bound, err=beta_self, at transit_ref 0.879 MHz -- how both coefficients depend on the ASSUMED waist, which the archive cannot pin",PRELIM
w0_scan,72um,1.373,0.0203,"value=95% kappa bound, err=beta_self, at transit_ref 0.830 MHz -- how both coefficients depend on the ASSUMED waist, which the archive cannot pin",PRELIM
