quantity,key,value,err,unit,note,status
k2_w6,4192_T130_P25,6.475,0.042,MHz^2,"mean over 5 traces, the bar the block scatter. 0 refused",DIAGNOSTIC
k2_w12,4192_T130_P25,14.21,0.63,MHz^2,"mean over 2 traces, the bar the block scatter. 3 refused",DIAGNOSTIC
k2_w3.25,4192_T130_P75,2.7177,0.0070,MHz^2,"mean over 5 traces, the bar the block scatter. 0 refused",DIAGNOSTIC
k2_w6,4192_T130_P75,6.499,0.021,MHz^2,"mean over 5 traces, the bar the block scatter. 0 refused",DIAGNOSTIC
k2_w12,4192_T130_P75,13.84,0.11,MHz^2,"mean over 3 traces, the bar the block scatter. 2 refused",DIAGNOSTIC
k2_w3.25,4192_T130_P125,2.7114,0.0022,MHz^2,"mean over 5 traces, the bar the block scatter. 0 refused",DIAGNOSTIC
k2_w6,4192_T130_P125,6.404,0.011,MHz^2,"mean over 5 traces, the bar the block scatter. 0 refused",DIAGNOSTIC
k2_w12,4192_T130_P125,13.463,0.082,MHz^2,"mean over 5 traces, the bar the block scatter. 0 refused",DIAGNOSTIC
k2_w3.25,4192_T130_P175,2.6981,0.0039,MHz^2,"mean over 5 traces, the bar the block scatter. 0 refused",DIAGNOSTIC
k2_w6,4192_T130_P175,6.387,0.024,MHz^2,"mean over 5 traces, the bar the block scatter. 0 refused",DIAGNOSTIC
k2_w12,4192_T130_P175,13.11,0.11,MHz^2,"mean over 5 traces, the bar the block scatter. 0 refused",DIAGNOSTIC
k2_w3.25,4192_T130_P225,2.6795,0.0045,MHz^2,"mean over 5 traces, the bar the block scatter. 0 refused",DIAGNOSTIC
k2_w6,4192_T130_P225,6.361,0.012,MHz^2,"mean over 5 traces, the bar the block scatter. 0 refused",DIAGNOSTIC
k2_w12,4192_T130_P225,13.551,0.017,MHz^2,"mean over 5 traces, the bar the block scatter. 0 refused",DIAGNOSTIC
k2_w3.25,4207_T130_P25,2.678,0.024,MHz^2,"mean over 5 traces, the bar the block scatter. 0 refused",DIAGNOSTIC
k2_w6,4207_T130_P25,6.12,0.12,MHz^2,"mean over 5 traces, the bar the block scatter. 0 refused",DIAGNOSTIC
k2_w12,4207_T130_P25,,,MHz^2,"fewer than two traces admitted (0), so no scatter and no cell. 5 refused",DIAGNOSTIC
k2_w3.25,4207_T130_P75,2.7185,0.0086,MHz^2,"mean over 5 traces, the bar the block scatter. 0 refused",DIAGNOSTIC
k2_w6,4207_T130_P75,6.482,0.034,MHz^2,"mean over 5 traces, the bar the block scatter. 0 refused",DIAGNOSTIC
k2_w12,4207_T130_P75,,,MHz^2,"fewer than two traces admitted (1), so no scatter and no cell. 4 refused",DIAGNOSTIC
k2_w3.25,4207_T130_P125,2.7100,0.0081,MHz^2,"mean over 5 traces, the bar the block scatter. 0 refused",DIAGNOSTIC
k2_w6,4207_T130_P125,6.458,0.019,MHz^2,"mean over 5 traces, the bar the block scatter. 0 refused",DIAGNOSTIC
k2_w12,4207_T130_P125,13.547,0.052,MHz^2,"mean over 5 traces, the bar the block scatter. 0 refused",DIAGNOSTIC
k2_w3.25,4207_T130_P175,2.7170,0.0060,MHz^2,"mean over 5 traces, the bar the block scatter. 0 refused",DIAGNOSTIC
k2_w6,4207_T130_P175,6.459,0.016,MHz^2,"mean over 5 traces, the bar the block scatter. 0 refused",DIAGNOSTIC
k2_w12,4207_T130_P175,13.735,0.050,MHz^2,"mean over 5 traces, the bar the block scatter. 0 refused",DIAGNOSTIC
k2_w3.25,4207_T130_P225,2.6915,0.0029,MHz^2,"mean over 5 traces, the bar the block scatter. 0 refused",DIAGNOSTIC
k2_w6,4207_T130_P225,6.315,0.013,MHz^2,"mean over 5 traces, the bar the block scatter. 0 refused",DIAGNOSTIC
k2_w12,4207_T130_P225,12.12,0.15,MHz^2,"mean over 5 traces, the bar the block scatter. 0 refused",DIAGNOSTIC
k2_w3.25,4121_T70_P225,2.614,0.040,MHz^2,"mean over 5 traces, the bar the block scatter. 0 refused",DIAGNOSTIC
k2_w6,4121_T70_P225,6.16,0.11,MHz^2,"mean over 5 traces, the bar the block scatter. 0 refused",DIAGNOSTIC
k2_w12,4121_T70_P225,,,MHz^2,"fewer than two traces admitted (0), so no scatter and no cell. 5 refused",DIAGNOSTIC
k2_w3.25,4121_T90_P225,2.6402,0.0061,MHz^2,"mean over 5 traces, the bar the block scatter. 0 refused",DIAGNOSTIC
k2_w6,4121_T90_P225,6.182,0.026,MHz^2,"mean over 5 traces, the bar the block scatter. 0 refused",DIAGNOSTIC
k2_w12,4121_T90_P225,,,MHz^2,"fewer than two traces admitted (1), so no scatter and no cell. 4 refused",DIAGNOSTIC
k2_w3.25,4121_T110_P225,2.6447,0.0083,MHz^2,"mean over 5 traces, the bar the block scatter. 0 refused",DIAGNOSTIC
k2_w6,4121_T110_P225,6.208,0.025,MHz^2,"mean over 5 traces, the bar the block scatter. 0 refused",DIAGNOSTIC
k2_w12,4121_T110_P225,13.01,0.12,MHz^2,"mean over 5 traces, the bar the block scatter. 0 refused",DIAGNOSTIC
k2_w3.25,4154_T70_P225,2.565,0.018,MHz^2,"mean over 4 traces, the bar the block scatter. 0 refused",DIAGNOSTIC
k2_w6,4154_T70_P225,5.828,0.048,MHz^2,"mean over 4 traces, the bar the block scatter. 0 refused",DIAGNOSTIC
k2_w12,4154_T70_P225,,,MHz^2,"fewer than two traces admitted (1), so no scatter and no cell. 3 refused",DIAGNOSTIC
k2_w3.25,4154_T90_P225,2.6539,0.0097,MHz^2,"mean over 5 traces, the bar the block scatter. 0 refused",DIAGNOSTIC
k2_w6,4154_T90_P225,6.201,0.019,MHz^2,"mean over 5 traces, the bar the block scatter. 0 refused",DIAGNOSTIC
k2_w12,4154_T90_P225,12.950,0.034,MHz^2,"mean over 4 traces, the bar the block scatter. 1 refused",DIAGNOSTIC
k2_w3.25,4154_T110_P225,2.6381,0.0031,MHz^2,"mean over 5 traces, the bar the block scatter. 0 refused",DIAGNOSTIC
k2_w6,4154_T110_P225,6.140,0.014,MHz^2,"mean over 5 traces, the bar the block scatter. 0 refused",DIAGNOSTIC
k2_w12,4154_T110_P225,12.555,0.058,MHz^2,"mean over 4 traces, the bar the block scatter. 1 refused",DIAGNOSTIC
k2_w3.25,4192_T70_P225,2.614,0.010,MHz^2,"mean over 5 traces, the bar the block scatter. 0 refused",DIAGNOSTIC
k2_w6,4192_T70_P225,6.058,0.035,MHz^2,"mean over 5 traces, the bar the block scatter. 0 refused",DIAGNOSTIC
k2_w12,4192_T70_P225,,,MHz^2,"fewer than two traces admitted (1), so no scatter and no cell. 4 refused",DIAGNOSTIC
k2_w3.25,4192_T90_P225,2.6603,0.0099,MHz^2,"mean over 5 traces, the bar the block scatter. 0 refused",DIAGNOSTIC
k2_w6,4192_T90_P225,6.195,0.026,MHz^2,"mean over 5 traces, the bar the block scatter. 0 refused",DIAGNOSTIC
k2_w12,4192_T90_P225,12.73,0.26,MHz^2,"mean over 2 traces, the bar the block scatter. 3 refused",DIAGNOSTIC
k2_w3.25,4192_T110_P225,2.6629,0.0057,MHz^2,"mean over 5 traces, the bar the block scatter. 0 refused",DIAGNOSTIC
k2_w6,4192_T110_P225,6.249,0.020,MHz^2,"mean over 5 traces, the bar the block scatter. 0 refused",DIAGNOSTIC
k2_w12,4192_T110_P225,13.127,0.038,MHz^2,"mean over 5 traces, the bar the block scatter. 0 refused",DIAGNOSTIC
k2_w3.25,4207_T70_P225,2.624,0.020,MHz^2,"mean over 5 traces, the bar the block scatter. 0 refused",DIAGNOSTIC
k2_w6,4207_T70_P225,6.087,0.097,MHz^2,"mean over 5 traces, the bar the block scatter. 0 refused",DIAGNOSTIC
k2_w12,4207_T70_P225,14.06,0.14,MHz^2,"mean over 3 traces, the bar the block scatter. 2 refused",DIAGNOSTIC
k2_w3.25,4207_T90_P225,2.5831,0.0060,MHz^2,"mean over 5 traces, the bar the block scatter. 0 refused",DIAGNOSTIC
k2_w6,4207_T90_P225,6.064,0.043,MHz^2,"mean over 5 traces, the bar the block scatter. 0 refused",DIAGNOSTIC
k2_w12,4207_T90_P225,,,MHz^2,"fewer than two traces admitted (1), so no scatter and no cell. 4 refused",DIAGNOSTIC
k2_w3.25,4207_T110_P225,2.6710,0.0022,MHz^2,"mean over 5 traces, the bar the block scatter. 0 refused",DIAGNOSTIC
k2_w6,4207_T110_P225,6.2829,0.0073,MHz^2,"mean over 5 traces, the bar the block scatter. 0 refused",DIAGNOSTIC
k2_w12,4207_T110_P225,13.200,0.075,MHz^2,"mean over 4 traces, the bar the block scatter. 1 refused",DIAGNOSTIC
power_ratio_k2,4121,0.955,0.011,,"k2(6 MHz) at 225 mW over 25 mW, 130 C, 5 and 5 traces. the P^2 terms alone move it. model at the per-peak pooled committed widths (gamma_coll 0.5877, sigma_laser 1.6347 MHz), the ramp and the companion at the record's retro ratio: 42 um +1.0435, 64 um +1.0105, 85 um +1.0037. pulls 42 um -7.7, 64 um -4.8, 85 um -4.2",DIAGNOSTIC
power_ratio_k2,4154,0.965,0.014,,"k2(6 MHz) at 225 mW over 25 mW, 130 C, 5 and 5 traces. the P^2 terms alone move it. model at the per-peak pooled committed widths (gamma_coll 0.5656, sigma_laser 1.6876 MHz), the ramp and the companion at the record's retro ratio: 42 um +1.0425, 64 um +1.0103, 85 um +1.0036. pulls 42 um -5.6, 64 um -3.2, 85 um -2.8",DIAGNOSTIC
power_ratio_k2,4192,0.9824,0.0066,,"k2(6 MHz) at 225 mW over 25 mW, 130 C, 5 and 5 traces. the P^2 terms alone move it. model at the per-peak pooled committed widths (gamma_coll 0.5858, sigma_laser 1.6488 MHz), the ramp and the companion at the record's retro ratio: 42 um +1.0396, 64 um +1.0095, 85 um +1.0033. pulls 42 um -8.6, 64 um -4.1, 85 um -3.2",DIAGNOSTIC
power_ratio_k2,4207,1.032,0.021,,"k2(6 MHz) at 225 mW over 25 mW, 130 C, 5 and 5 traces. the P^2 terms alone move it. model at the per-peak pooled committed widths (gamma_coll 0.6063, sigma_laser 1.7666 MHz), the ramp and the companion at the record's retro ratio: 42 um +1.0384, 64 um +1.0092, 85 um +1.0032. pulls 42 um -0.3, 64 um +1.1, 85 um +1.4",DIAGNOSTIC
power_ratio_k2,pooled,0.9776,0.0051,,"inverse-variance pool over 4 peaks, chi2 11.7 for 3 dof. model, the mean over the peaks: 42 um +1.0410, 64 um +1.0099, 85 um +1.0034. pulls 42 um -12.3, 64 um -6.3, 85 um -5.0",DIAGNOSTIC
power_ratio_k2_model,w42,1.04103,,,"the model's pooled ratio at 42 um: the companion (Omega^2, w0^-4) and the ramp (S0^2, w0^-4) at 225 against 25 mW",DIAGNOSTIC
power_ratio_k2_model,w64,1.00986,,,"the model's pooled ratio at 64 um: the companion (Omega^2, w0^-4) and the ramp (S0^2, w0^-4) at 225 against 25 mW",DIAGNOSTIC
power_ratio_k2_model,w85,1.00345,,,"the model's pooled ratio at 85 um: the companion (Omega^2, w0^-4) and the ramp (S0^2, w0^-4) at 225 against 25 mW",DIAGNOSTIC
temperature_difference_k2,4121_T90_minus_T70,0.03,0.11,MHz^2,"k2(6 MHz) at 225 mW, 90 C minus 70 C, 5 and 5 traces. the session's laser width and the floor cancel, beta Delta N and the transit's sqrt(T) remain. model at each condition's own committed widths, the transit from the waist and the temperature: 42 um -0.0634, 64 um -0.0980, 85 um -0.1142. pulls 42 um +0.8, 64 um +1.1, 85 um +1.3",DIAGNOSTIC
temperature_difference_k2,4121_T110_minus_T70,0.05,0.11,MHz^2,"k2(6 MHz) at 225 mW, 110 C minus 70 C, 5 and 5 traces. the session's laser width and the floor cancel, beta Delta N and the transit's sqrt(T) remain. model at each condition's own committed widths, the transit from the waist and the temperature: 42 um -0.0047, 64 um -0.0500, 85 um -0.0728. pulls 42 um +0.5, 64 um +0.9, 85 um +1.1",DIAGNOSTIC
temperature_difference_k2,4121_T130_minus_T70,0.21,0.11,MHz^2,"k2(6 MHz) at 225 mW, 130 C minus 70 C, 5 and 5 traces. the session's laser width and the floor cancel, beta Delta N and the transit's sqrt(T) remain. model at each condition's own committed widths, the transit from the waist and the temperature: 42 um +0.1322, 64 um +0.0936, 85 um +0.0695. pulls 42 um +0.7, 64 um +1.1, 85 um +1.3",DIAGNOSTIC
temperature_difference_k2,4154_T90_minus_T70,0.373,0.052,MHz^2,"k2(6 MHz) at 225 mW, 90 C minus 70 C, 5 and 4 traces. the session's laser width and the floor cancel, beta Delta N and the transit's sqrt(T) remain. model at each condition's own committed widths, the transit from the waist and the temperature: 42 um +0.3049, 64 um +0.3400, 85 um +0.3464. pulls 42 um +1.3, 64 um +0.6, 85 um +0.5",DIAGNOSTIC
temperature_difference_k2,4154_T110_minus_T70,0.311,0.050,MHz^2,"k2(6 MHz) at 225 mW, 110 C minus 70 C, 5 and 4 traces. the session's laser width and the floor cancel, beta Delta N and the transit's sqrt(T) remain. model at each condition's own committed widths, the transit from the waist and the temperature: 42 um +0.3058, 64 um +0.3186, 85 um +0.3146. pulls 42 um +0.1, 64 um -0.2, 85 um -0.1",DIAGNOSTIC
temperature_difference_k2,4154_T130_minus_T70,0.538,0.048,MHz^2,"k2(6 MHz) at 225 mW, 130 C minus 70 C, 5 and 4 traces. the session's laser width and the floor cancel, beta Delta N and the transit's sqrt(T) remain. model at each condition's own committed widths, the transit from the waist and the temperature: 42 um +0.4654, 64 um +0.4895, 85 um +0.4856. pulls 42 um +1.5, 64 um +1.0, 85 um +1.1",DIAGNOSTIC
temperature_difference_k2,4192_T90_minus_T70,0.137,0.043,MHz^2,"k2(6 MHz) at 225 mW, 90 C minus 70 C, 5 and 5 traces. the session's laser width and the floor cancel, beta Delta N and the transit's sqrt(T) remain. model at each condition's own committed widths, the transit from the waist and the temperature: 42 um +0.1571, 64 um +0.1636, 85 um +0.1619. pulls 42 um -0.5, 64 um -0.6, 85 um -0.6",DIAGNOSTIC
temperature_difference_k2,4192_T110_minus_T70,0.191,0.040,MHz^2,"k2(6 MHz) at 225 mW, 110 C minus 70 C, 5 and 5 traces. the session's laser width and the floor cancel, beta Delta N and the transit's sqrt(T) remain. model at each condition's own committed widths, the transit from the waist and the temperature: 42 um +0.1866, 64 um +0.1767, 85 um +0.1663. pulls 42 um +0.1, 64 um +0.4, 85 um +0.6",DIAGNOSTIC
temperature_difference_k2,4192_T130_minus_T70,0.303,0.037,MHz^2,"k2(6 MHz) at 225 mW, 130 C minus 70 C, 5 and 5 traces. the session's laser width and the floor cancel, beta Delta N and the transit's sqrt(T) remain. model at each condition's own committed widths, the transit from the waist and the temperature: 42 um +0.2880, 64 um +0.2770, 85 um +0.2629. pulls 42 um +0.4, 64 um +0.7, 85 um +1.1",DIAGNOSTIC
temperature_difference_k2,4207_T90_minus_T70,-0.02,0.11,MHz^2,"k2(6 MHz) at 225 mW, 90 C minus 70 C, 5 and 5 traces. the session's laser width and the floor cancel, beta Delta N and the transit's sqrt(T) remain. model at each condition's own committed widths, the transit from the waist and the temperature: 42 um -0.0128, 64 um -0.0376, 85 um -0.0484. pulls 42 um -0.1, 64 um +0.1, 85 um +0.2",DIAGNOSTIC
temperature_difference_k2,4207_T110_minus_T70,0.196,0.098,MHz^2,"k2(6 MHz) at 225 mW, 110 C minus 70 C, 5 and 5 traces. the session's laser width and the floor cancel, beta Delta N and the transit's sqrt(T) remain. model at each condition's own committed widths, the transit from the waist and the temperature: 42 um +0.2098, 64 um +0.2043, 85 um +0.1953. pulls 42 um -0.1, 64 um -0.1, 85 um +0.0",DIAGNOSTIC
temperature_difference_k2,4207_T130_minus_T70,0.228,0.098,MHz^2,"k2(6 MHz) at 225 mW, 130 C minus 70 C, 5 and 5 traces. the session's laser width and the floor cancel, beta Delta N and the transit's sqrt(T) remain. model at each condition's own committed widths, the transit from the waist and the temperature: 42 um +0.3579, 64 um +0.3606, 85 um +0.3510. pulls 42 um -1.3, 64 um -1.4, 85 um -1.3",DIAGNOSTIC
temperature_difference_k2,pooled_T90_minus_T70,0.197,0.030,MHz^2,"inverse-variance pool over 4 peaks at 90 C minus 70 C, chi2 20.2 for 3 dof. model, the mean over the peaks: 42 um +0.0964, 64 um +0.0920, 85 um +0.0864. pulls 42 um +3.3, 64 um +3.5, 85 um +3.6",DIAGNOSTIC
temperature_difference_k2,pooled_T110_minus_T70,0.222,0.029,MHz^2,"inverse-variance pool over 4 peaks at 110 C minus 70 C, chi2 6.3 for 3 dof. model, the mean over the peaks: 42 um +0.1744, 64 um +0.1624, 85 um +0.1509. pulls 42 um +1.6, 64 um +2.1, 85 um +2.5",DIAGNOSTIC
temperature_difference_k2,pooled_T130_minus_T70,0.365,0.027,MHz^2,"inverse-variance pool over 4 peaks at 130 C minus 70 C, chi2 19.9 for 3 dof. model, the mean over the peaks: 42 um +0.3109, 64 um +0.3052, 85 um +0.2922. pulls 42 um +2.0, 64 um +2.2, 85 um +2.7",DIAGNOSTIC
window_ratio_k2,4121_T130_P75,0.19950,0.00040,,"k2(3.25) over k2(12) per trace, the mean over 2 traces with the block scatter. the wing's weight against the core, a kernel-form probe. model at this condition's committed widths: 42 um +0.1887, 64 um +0.1945, 85 um +0.1952. pulls 42 um +27.2, 64 um +12.6, 85 um +10.9",DIAGNOSTIC
window_ratio_k2,4121_T130_P125,0.1975,0.0015,,"k2(3.25) over k2(12) per trace, the mean over 4 traces with the block scatter. the wing's weight against the core, a kernel-form probe. model at this condition's committed widths: 42 um +0.1867, 64 um +0.1936, 85 um +0.1943. pulls 42 um +7.4, 64 um +2.6, 85 um +2.2",DIAGNOSTIC
window_ratio_k2,4121_T130_P175,0.19827,0.00077,,"k2(3.25) over k2(12) per trace, the mean over 4 traces with the block scatter. the wing's weight against the core, a kernel-form probe. model at this condition's committed widths: 42 um +0.1842, 64 um +0.1930, 85 um +0.1939. pulls 42 um +18.4, 64 um +6.9, 85 um +5.7",DIAGNOSTIC
window_ratio_k2,4121_T130_P225,0.19698,0.00041,,"k2(3.25) over k2(12) per trace, the mean over 4 traces with the block scatter. the wing's weight against the core, a kernel-form probe. model at this condition's committed widths: 42 um +0.1811, 64 um +0.1922, 85 um +0.1935. pulls 42 um +38.8, 64 um +11.7, 85 um +8.5",DIAGNOSTIC
window_ratio_k2,4154_T130_P75,0.19881,0.00084,,"k2(3.25) over k2(12) per trace, the mean over 2 traces with the block scatter. the wing's weight against the core, a kernel-form probe. model at this condition's committed widths: 42 um +0.1902, 64 um +0.1960, 85 um +0.1965. pulls 42 um +10.3, 64 um +3.4, 85 um +2.8",DIAGNOSTIC
window_ratio_k2,4154_T130_P125,0.1966,0.0012,,"k2(3.25) over k2(12) per trace, the mean over 4 traces with the block scatter. the wing's weight against the core, a kernel-form probe. model at this condition's committed widths: 42 um +0.1873, 64 um +0.1947, 85 um +0.1957. pulls 42 um +8.0, 64 um +1.6, 85 um +0.8",DIAGNOSTIC
window_ratio_k2,4154_T130_P175,0.19801,0.00043,,"k2(3.25) over k2(12) per trace, the mean over 5 traces with the block scatter. the wing's weight against the core, a kernel-form probe. model at this condition's committed widths: 42 um +0.1847, 64 um +0.1938, 85 um +0.1949. pulls 42 um +30.8, 64 um +9.6, 85 um +7.1",DIAGNOSTIC
window_ratio_k2,4154_T130_P225,0.19882,0.00073,,"k2(3.25) over k2(12) per trace, the mean over 5 traces with the block scatter. the wing's weight against the core, a kernel-form probe. model at this condition's committed widths: 42 um +0.1811, 64 um +0.1923, 85 um +0.1937. pulls 42 um +24.2, 64 um +8.9, 85 um +7.0",DIAGNOSTIC
window_ratio_k2,4192_T130_P25,0.1922,0.0080,,"k2(3.25) over k2(12) per trace, the mean over 2 traces with the block scatter. the wing's weight against the core, a kernel-form probe. model at this condition's committed widths: 42 um +0.1849, 64 um +0.1889, 85 um +0.1889. pulls 42 um +0.9, 64 um +0.4, 85 um +0.4",DIAGNOSTIC
window_ratio_k2,4192_T130_P75,0.1963,0.0014,,"k2(3.25) over k2(12) per trace, the mean over 3 traces with the block scatter. the wing's weight against the core, a kernel-form probe. model at this condition's committed widths: 42 um +0.1876, 64 um +0.1934, 85 um +0.1940. pulls 42 um +6.2, 64 um +2.1, 85 um +1.6",DIAGNOSTIC
window_ratio_k2,4192_T130_P125,0.2014,0.0012,,"k2(3.25) over k2(12) per trace, the mean over 5 traces with the block scatter. the wing's weight against the core, a kernel-form probe. model at this condition's committed widths: 42 um +0.1887, 64 um +0.1960, 85 um +0.1969. pulls 42 um +10.5, 64 um +4.4, 85 um +3.7",DIAGNOSTIC
window_ratio_k2,4192_T130_P175,0.2058,0.0017,,"k2(3.25) over k2(12) per trace, the mean over 5 traces with the block scatter. the wing's weight against the core, a kernel-form probe. model at this condition's committed widths: 42 um +0.1848, 64 um +0.1937, 85 um +0.1947. pulls 42 um +12.1, 64 um +7.0, 85 um +6.4",DIAGNOSTIC
window_ratio_k2,4192_T130_P225,0.19773,0.00033,,"k2(3.25) over k2(12) per trace, the mean over 5 traces with the block scatter. the wing's weight against the core, a kernel-form probe. model at this condition's committed widths: 42 um +0.1814, 64 um +0.1920, 85 um +0.1932. pulls 42 um +49.1, 64 um +17.2, 85 um +13.6",DIAGNOSTIC
window_ratio_k2,4207_T130_P75,,,,"fewer than two traces admitted at both windows (1), so no scatter and no cell",DIAGNOSTIC
window_ratio_k2,4207_T130_P125,0.20004,0.00046,,"k2(3.25) over k2(12) per trace, the mean over 5 traces with the block scatter. the wing's weight against the core, a kernel-form probe. model at this condition's committed widths: 42 um +0.1870, 64 um +0.1939, 85 um +0.1946. pulls 42 um +28.2, 64 um +13.4, 85 um +11.8",DIAGNOSTIC
window_ratio_k2,4207_T130_P175,0.1978,0.0011,,"k2(3.25) over k2(12) per trace, the mean over 5 traces with the block scatter. the wing's weight against the core, a kernel-form probe. model at this condition's committed widths: 42 um +0.1847, 64 um +0.1934, 85 um +0.1945. pulls 42 um +12.5, 64 um +4.2, 85 um +3.2",DIAGNOSTIC
window_ratio_k2,4207_T130_P225,0.2223,0.0027,,"k2(3.25) over k2(12) per trace, the mean over 5 traces with the block scatter. the wing's weight against the core, a kernel-form probe. model at this condition's committed widths: 42 um +0.1813, 64 um +0.1920, 85 um +0.1934. pulls 42 um +15.3, 64 um +11.3, 85 um +10.8",DIAGNOSTIC
window_ratio_k2,4121_T90_P225,,,,"fewer than two traces admitted at both windows (1), so no scatter and no cell",DIAGNOSTIC
window_ratio_k2,4121_T110_P225,0.2033,0.0014,,"k2(3.25) over k2(12) per trace, the mean over 5 traces with the block scatter. the wing's weight against the core, a kernel-form probe. model at this condition's committed widths: 42 um +0.1843, 64 um +0.1953, 85 um +0.1964. pulls 42 um +13.2, 64 um +5.6, 85 um +4.8",DIAGNOSTIC
window_ratio_k2,4154_T70_P225,,,,"fewer than two traces admitted at both windows (1), so no scatter and no cell",DIAGNOSTIC
window_ratio_k2,4154_T90_P225,0.20439,0.00045,,"k2(3.25) over k2(12) per trace, the mean over 4 traces with the block scatter. the wing's weight against the core, a kernel-form probe. model at this condition's committed widths: 42 um +0.1862, 64 um +0.1976, 85 um +0.1990. pulls 42 um +40.2, 64 um +15.0, 85 um +12.0",DIAGNOSTIC
