file,role,flag,peak,temperature_C,power_mW,rf_on,bracket,repeat_idx,baseline_v,base_slope_vps,sigma_wing_v,height_v,snr,peak_pos_ms,window_start_ms,fwhm_ms,edge_margin_ms,n_half_regions,n_major,z_spike,z_step,lf_ratio,slope_frac,clip_run,comb_score,comb_period_ms,n_valid,empty_interior,axis_rebuilt,header_variant,hard_flags,zsib_height_v,zsib_fwhm_ms,zsib_sigma_wing_v
p_sweep/4121nm_225mw1.csv,p_sweep,canonical,4121,130,225,False,,1,0.007505571428571427,3.3509953401997196e-05,0.00619526281822531,0.989507519047619,159.72002287565138,35.5,-468.0,62.5,464.5,1.0,1.0,4.091770037325355,2.640956744803566,0.9847780515140593,3.383141896770587e-05,1.0,0.01437870025878597,110.0,1999.0,0.0,0.0,,,-0.5047257689192386,-0.592885375494071,-1.4000402621125069e-14
p_sweep/4121nm_225mw2.csv,p_sweep,canonical,4121,130,225,False,,2,0.007585971428571429,0.0008453487874512887,0.006195262818225312,0.9780502333333333,157.8706605401939,32.5,-468.0,63.0,465.5,1.0,1.0,4.782990680301438,2.621580721602393,1.0553323331652236,0.0008634560985540083,1.0,0.01630624824566978,110.0,1999.0,0.0,0.0,,,-1.0778204523413721,0.0,7.000201310562536e-15
p_sweep/4121nm_225mw3.csv,p_sweep,canonical,4121,130,225,False,,3,0.007063352380952381,-0.0001210629305314857,0.006195262818225312,0.9988341571428571,161.22546959662026,33.0,-468.0,61.5,466.0,1.0,1.0,3.825575700411618,2.4808231539703347,1.0257793145455327,0.0001210830313882194,1.0,0.01657326330679602,110.0,1999.0,0.0,0.0,,,0.19596764330222932,-1.3833992094861658,7.000201310562536e-15
p_sweep/4121nm_225mw4.csv,p_sweep,canonical,4121,130,225,False,,4,0.007666366666666666,0.0005257469888622491,0.006195262818225312,1.0003617952380952,161.47205124134794,34.0,-468.0,63.5,465.0,1.0,1.0,3.660319827547993,3.9472424009629314,1.0037613282453248,0.0005250312880535181,1.0,0.013371349292823175,110.0,1999.0,0.0,0.0,,,0.3113628415574205,0.597609561752988,7.000201310562536e-15
p_sweep/4121nm_225mw5.csv,p_sweep,canonical,4121,130,225,False,,5,0.007827180952380951,0.00022642695137274277,0.00619526281822531,1.000522580952381,161.4980042507688,33.0,-468.0,63.5,465.0,1.0,1.0,3.544925292652868,2.480159484907474,1.0490926888901433,0.000226082378076918,1.0,0.01323782011635014,110.0,1999.0,0.0,0.0,,,0.31944926433933635,0.597609561752988,-1.4000402621125069e-14
p_sweep/4121nm_025mw1.csv,p_sweep,canonical,4121,130,25,False,,1,0.0012089714285714287,-8.222120275343015e-05,0.0013275338534087001,0.01655108095238095,12.467539648712421,45.0,-468.0,60.5,453.5,2.0,1.0,5.0609632159275595,3.2584351275589505,0.9814194279315281,0.004962756317064635,1.0,0.015131937534445463,110.0,1999.0,0.0,0.0,,,-0.19704724721591738,0.25941952287561354,0.6744907594765952
p_sweep/4121nm_025mw2.csv,p_sweep,canonical,4121,130,25,False,,2,0.0011369333333333333,-3.731139085465344e-05,0.0013275338534087001,0.017102180952380953,12.882670305143476,45.5,-468.0,55.0,460.0,1.0,1.0,5.087478547276449,3.489190783135513,1.0016783291375535,0.0021794927540285153,1.0,-0.015178514809265863,110.0,1999.0,0.0,0.0,,,0.4262983401322469,-0.7756643733980845,0.6744907594765952
p_sweep/4121nm_025mw3.csv,p_sweep,canonical,4121,130,25,False,,3,0.0011201857142857142,0.00010472074875485415,0.0012353833158468073,0.016522609523809528,13.37448005964361,44.0,-468.0,61.0,454.5,2.0,1.0,5.96990198806826,2.641063282849232,1.0264823681886452,0.006331689183560549,1.0,0.007069375854760134,110.0,1999.0,0.0,0.0,,,-0.23295866277561134,0.3507351949278295,-3.4707415304430276
p_sweep/4121nm_025mw4.csv,p_sweep,canonical,4121,130,25,False,,4,0.0011687571428571427,8.797867636414232e-05,0.0013275338534087001,0.018311561904761905,13.793668506263268,70.5,-468.0,48.0,436.0,2.0,1.0,6.33218386632486,3.56520851782197,1.0161026306668066,0.004799737900289231,1.0,-0.003078703184233102,110.0,1999.0,0.0,0.0,,,4.130741901153776,-2.8665857277755293,0.6744907594765952
p_sweep/4121nm_025mw5.csv,p_sweep,canonical,4121,130,25,False,,5,0.0011871904761904762,3.576170388342023e-05,0.0012630075099850995,0.014289352380952382,11.313750922289419,61.0,-448.0,70.5,454.0,3.0,1.0,5.173365912984228,4.094464226755353,1.0602362991820635,0.00250143058121548,1.0,0.01247025666677689,110.0,2000.0,0.0,0.0,,,-5.905642915713986,2.8665857277755293,-2.4303087735923548
p_sweep/4121nm_075mw1.csv,p_sweep,canonical,4121,130,75,False,,1,0.0020638952380952376,-0.0005553614628058143,0.0021730333817780566,0.13236359999999997,60.911903659618496,44.5,-454.0,63.5,462.5,1.0,1.0,5.1759810319589885,4.627477992608543,1.0347425874832625,0.004191530763314148,1.0,0.013651765779424221,110.0,1999.0,0.0,0.0,,,-1.257791267273822,0.19762845849802368,1.348086968874309
p_sweep/4121nm_075mw2.csv,p_sweep,canonical,4121,130,75,False,,2,0.002063890476190476,0.0004212170991017884,0.0020545690957201063,0.1334009333333333,64.92891069529963,39.0,-454.0,65.0,461.5,1.0,1.0,5.451497585188234,3.8318565060016097,1.0935560307782597,0.0031543698495064506,1.0,0.019587395823180174,110.0,1999.0,0.0,0.0,,,-0.8042319950399685,1.3833992094861658,-1.8512148981647467
p_sweep/4121nm_075mw3.csv,p_sweep,canonical,4121,130,75,False,,3,0.002162585714285714,-0.00038588388322970075,0.00201504605515033,0.13558507142857143,67.28633873256871,47.5,-454.0,63.5,465.0,1.0,1.0,4.788199077011943,2.3188413067920206,1.0945481918566577,0.002843218617541962,1.0,0.013387636402341422,110.0,1999.0,0.0,0.0,,,-0.06293900987685343,0.19762845849802368,-2.77743655258825
p_sweep/4121nm_075mw4.csv,p_sweep,canonical,4121,130,75,False,,4,0.0019293000000000001,-0.0003457116119060598,0.002133615176859659,0.1383255380952381,64.83153081936322,38.5,-454.0,63.0,461.5,1.0,1.0,4.415199238835784,3.320032455414103,1.027912714767724,0.002496761661294727,1.0,0.017309779467996212,110.0,1999.0,0.0,0.0,,,1.4248085946620686,-0.39370078740157477,0.45065533044675177
p_sweep/4121nm_075mw5.csv,p_sweep,canonical,4121,130,75,False,,5,0.0021051714285714286,-0.0006327987859906748,0.0021335103412082803,0.14276202380952382,66.9141466306054,43.5,-454.0,62.0,464.5,1.0,1.0,5.408832422161804,3.7389572017454835,1.0605356070528456,0.004428110293870124,1.0,0.01728549033176874,110.0,1999.0,0.0,0.0,,,3.0741455994674767,-1.1811023622047243,0.44886464701451284
p_sweep/4154nm_125mw1.csv,p_sweep,canonical,4154,130,125,False,,1,0.00792255238095238,8.914158824224068e-05,0.004899284495881607,0.7539772523809524,153.89538064481744,39.5,-464.0,65.0,463.5,1.0,1.0,3.999202704464073,2.8837398541894403,0.9711250762771128,0.00011816937071611102,1.0,0.017381846971139554,110.0,2000.0,0.0,0.0,,,0.6828949097311937,0.19305019305019305,0.6736249176801055
p_sweep/4154nm_125mw2.csv,p_sweep,canonical,4154,130,125,False,,2,0.008345383333333333,-0.00019612037575819142,0.004899389331532984,0.7371308833333332,150.45362461584375,38.0,-464.0,65.5,465.0,1.0,1.0,4.664324012468052,2.9941107847992305,1.0407427022896258,0.00026592606550941423,1.0,0.02353249766705267,110.0,2000.0,0.0,0.0,,,-0.9866707302898909,0.5791505791505792,0.6749236803748364
p_sweep/4154nm_125mw3.csv,p_sweep,canonical,4154,130,125,False,,3,0.008115419047619046,-0.00022310493709436265,0.00473605538668494,0.7505056333333333,158.46639704495917,39.0,-464.0,64.5,465.0,1.0,1.0,4.341095490310484,2.114702887782672,1.0391362445575456,0.00029712419830268494,1.0,0.01867820995886901,110.0,2000.0,0.0,0.0,,,0.3233212322000971,-0.3846153846153846,-1.6663635293740369
p_sweep/4154nm_125mw4.csv,p_sweep,canonical,4154,130,125,False,,4,0.007996733333333332,0.00024620350619024447,0.004572721441836901,0.7333180142857143,160.36796109564332,36.0,-464.0,63.5,467.5,1.0,1.0,3.6148617288528166,1.8035992069580697,1.000721954061073,0.0003355711978204205,1.0,0.017579756565653294,110.0,2000.0,0.0,0.0,,,-1.2578028471519822,-1.1538461538461537,-3.333262006911526
p_sweep/4154nm_125mw5.csv,p_sweep,canonical,4154,130,125,False,,5,0.008100585714285714,0.0010000084129053537,0.004899389331532984,0.797031576190476,162.6797795106213,36.0,-464.0,65.0,466.0,1.0,1.0,5.614500649754106,2.273096370843914,1.006658697595371,0.0012540386586390863,1.0,0.016703373501142958,110.0,2000.0,0.0,0.0,,,3.577037620478514,0.19305019305019305,0.6749236803748364
p_sweep/4154nm_175mw1.csv,p_sweep,canonical,4154,130,175,False,,1,0.007154728571428572,0.0027398296009285513,0.009219247182244419,1.5125029666666665,164.05927043366773,34.5,-468.0,65.5,463.5,1.0,1.0,4.096235017635479,2.4799270664788793,1.081366588922437,0.0018096425803116043,1.0,0.01805247213794755,110.0,1999.0,0.0,0.0,,,-2.6748281430635976,1.372549019607843,0.0
p_sweep/4154nm_175mw2.csv,p_sweep,canonical,4154,130,175,False,,2,0.00781277619047619,0.0010950275963818126,0.009219247182244419,1.6055874428571426,174.15602501138966,35.5,-468.0,63.5,463.5,1.0,1.0,3.5429465502245208,2.063526341509539,0.9203201056743933,0.000681328552768685,1.0,0.018142391295310388,110.0,1999.0,0.0,0.0,,,0.7257606420965889,-0.7751937984496123,0.0
p_sweep/4154nm_175mw3.csv,p_sweep,canonical,4154,130,175,False,,3,0.00751367619047619,0.0006674324083010781,0.009219247182244419,1.6082196333333332,174.44153535992007,36.5,-468.0,65.0,462.0,1.0,1.0,3.6214159164464554,3.0863634055112676,0.9701380470835363,0.0004145982066583673,1.0,0.017449491315111115,110.0,1999.0,0.0,0.0,,,0.8089201515045911,0.980392156862745,0.0
p_sweep/4154nm_175mw4.csv,p_sweep,canonical,4154,130,175,False,,4,0.007633304761904762,-0.0002527605924696733,0.009219247182244419,1.5903924285714286,172.50784116455904,36.0,-468.0,64.0,464.0,1.0,1.0,3.857679114158564,2.8493670459660345,0.9668496686118342,0.0001587707708744684,1.0,0.015960113604927308,110.0,1999.0,0.0,0.0,,,0.00564322443194282,-0.19455252918287938,0.0
p_sweep/4154nm_175mw5.csv,p_sweep,canonical,4154,130,175,False,,5,0.0075734809523809515,0.00022382592556855258,0.009219247182244419,1.5748384571428573,170.82072169361925,35.5,-468.0,63.5,463.0,1.0,1.0,3.5246981746483246,2.4552626690918764,0.9424708627563366,0.0001419841499480861,1.0,0.017801887269046315,110.0,1999.0,0.0,0.0,,,-0.724393754115852,-0.7751937984496123,0.0
p_sweep/4154nm_225mw1.csv,p_sweep,canonical,4154,130,225,False,,1,0.01477057619047619,0.0005298430033442414,0.013591732529947971,2.626405952380952,193.23555305358894,32.5,-468.0,62.5,467.5,1.0,1.0,3.3307369792774852,1.825679039541134,0.971157575988383,0.00020153516628343448,1.0,0.016328224990790646,110.0,1999.0,0.0,0.0,,,-0.7524601813469619,-0.3968253968253968,1.2763078379849842e-14
p_sweep/4154nm_225mw2.csv,p_sweep,canonical,4154,130,225,False,,2,0.014873461904761904,0.0010757476165139236,0.013591732529947968,2.685159261904762,197.55827713562587,33.5,-468.0,62.5,466.5,1.0,1.0,3.8940249330275463,2.0416668483241356,0.9057409476770512,0.0004002264908991184,1.0,0.01304985414521648,110.0,1999.0,0.0,0.0,,,0.7201029147308146,-0.3968253968253968,0.0
p_sweep/4154nm_225mw3.csv,p_sweep,canonical,4154,130,225,False,,3,0.014358990476190475,0.0008188077580511194,0.013591732529947968,2.6461618714285713,194.68907776091305,33.0,-468.0,63.0,467.0,1.0,1.0,3.096799785835013,2.747989224891309,0.8769025826864129,0.00030912279370553565,1.0,0.013028715926089764,110.0,1999.0,0.0,0.0,,,-0.38201843411070013,0.199203187250996,0.0
p_sweep/4154nm_225mw4.csv,p_sweep,canonical,4154,130,225,False,,4,0.015182152380952382,0.0013004911017713968,0.013591732529947968,2.647911104761904,194.81777609495387,33.5,-468.0,63.5,465.5,1.0,1.0,3.6562280924990374,2.9337365602812584,1.0954572573879686,0.0004906473666480758,1.0,0.014643683768563015,110.0,1999.0,0.0,0.0,,,-0.3329280202947488,0.597609561752988,0.0
p_sweep/4154nm_225mw5.csv,p_sweep,canonical,4154,130,225,False,,5,0.015285052380952378,0.0008018419038336778,0.013591732529947968,2.7253913571428567,200.51831884844265,34.0,-468.0,63.0,466.5,1.0,1.0,3.3823604497853297,3.242522923616582,1.116056928365603,0.0002939174441242847,1.0,0.014364149951686745,110.0,1999.0,0.0,0.0,,,1.48004890374597,0.199203187250996,0.0
p_sweep/4154nm_025mw1.csv,p_sweep,canonical,4154,130,25,False,,1,0.001479433333333333,8.599693946020824e-05,0.001398612425043471,0.026437900000000004,18.902949470921705,44.5,-459.0,66.0,462.0,1.0,1.0,4.814044926426284,3.487210170153201,1.058311886316134,0.003247910917698377,1.0,0.0014905735190505359,110.0,1998.0,0.0,0.0,,,2.3348127936506677,1.5625,0.6727853466839956
p_sweep/4154nm_025mw2.csv,p_sweep,canonical,4154,130,25,False,,2,0.0015052666666666666,-7.372246626605017e-05,0.0014105636893006442,0.02530619047619047,17.94048058102024,57.0,-459.0,63.0,456.5,1.0,1.0,6.470310280696462,2.781049276496809,1.0431260899273993,0.0029088488303251102,1.0,0.03166998569564152,110.0,1998.0,0.0,0.0,,,0.05484568340247621,-1.2140833670578715,1.0132305795977743
p_sweep/4154nm_025mw3.csv,p_sweep,canonical,4154,130,25,False,,3,0.0015063523809523808,6.423479008125688e-05,0.001386870832089054,0.024848533333333336,17.916977384190712,43.0,-459.0,63.5,461.0,2.0,1.0,5.360674154956871,5.376310691443649,1.0077723686411666,0.002581176000842504,1.0,0.009260313784539006,110.0,1998.0,0.0,0.0,,,-0.7412561465087891,-0.7869058860560277,0.3862759975257817
p_sweep/4154nm_025mw4.csv,p_sweep,canonical,4154,130,25,False,,4,0.0015257380952380952,1.3964729708468916e-05,0.0013276386890600789,0.02563460952380952,19.308423093603814,44.0,-459.0,68.0,459.5,1.0,1.0,5.861534756200193,3.792623403951348,1.030804063629705,0.0005439436321803605,1.0,0.010595536132415593,110.0,1998.0,0.0,0.0,,,0.5745626565008062,3.125,-2.337222431313512
p_sweep/4154nm_025mw5.csv,p_sweep,canonical,4154,130,25,False,,5,0.001439585714285714,-1.273869751115305e-05,0.0012800433033341408,0.023997861904761907,18.747695364879025,41.5,-459.0,64.5,463.0,1.0,1.0,5.882456621107915,2.5338408329043145,1.035637669069798,0.0005300301133228192,1.0,0.029611343090764426,110.0,1998.0,0.0,0.0,,,-2.527015447735906,-0.11241512657943253,-4.045916447120824
p_sweep/4154nm_075mw1.csv,p_sweep,canonical,4154,130,75,False,,1,0.0016126428571428568,0.00036687872552978383,0.002739460406177267,0.2562763619047619,93.54994192538024,30.0,-470.0,63.0,468.0,1.0,1.0,5.786939939563429,2.566961565810255,1.0403566295432598,0.001430858794161013,1.0,0.017519385992935715,110.0,2000.0,0.0,0.0,,,-0.8793297911661302,0.09635582278237075,1.2835106174196271
p_sweep/4154nm_075mw2.csv,p_sweep,canonical,4154,130,75,False,,2,0.0015740595238095238,0.0001063903947081768,0.0026708978901755862,0.24689548333333333,92.43913226390781,31.5,-470.0,66.5,465.5,1.0,1.0,4.351731837243825,1.9041097595043939,1.0839767736188515,0.00043069722489518766,1.0,0.015122554419402795,110.0,2000.0,0.0,0.0,,,-1.8465003229640093,2.2932685822204237,-0.632666111186456
p_sweep/4154nm_075mw3.csv,p_sweep,canonical,4154,130,75,False,,3,0.001718392857142857,1.197087214678786e-05,0.0026708978901755862,0.2708100119047619,101.39287349804252,28.5,-470.0,61.5,468.0,1.0,1.0,4.013736279827249,3.4497665821734573,1.094860612580599,4.41818477336143e-05,1.0,0.0091257435580164,110.0,2000.0,0.0,0.0,,,0.9592756299000683,-0.770846582258966,-0.632666111186456
p_sweep/4154nm_075mw4.csv,p_sweep,canonical,4154,130,75,False,,4,0.0015084261904761906,0.0004614143973876161,0.0026708978901755862,0.27889650238095237,104.42050345946305,32.0,-470.0,60.5,467.5,1.0,1.0,6.062537656374851,2.826642432765159,1.0072491549040143,0.0016536015556013637,1.0,0.01268396988377766,110.0,2000.0,0.0,0.0,,,1.7982548424193623,-1.6187778227438285,-0.632666111186456
p_sweep/4154nm_075mw5.csv,p_sweep,canonical,4154,130,75,False,,5,0.001509990476190476,-0.00024977588360912677,0.002739355570525888,0.2627685857142857,95.92350425097997,30.0,-470.0,64.0,467.0,1.0,1.0,4.662188246306853,2.7868628294831597,1.0367077794914556,0.000950079306431148,1.0,0.01810662701344211,110.0,2000.0,0.0,0.0,,,-0.04619435019032549,0.9442870632672333,1.2815480629587326
p_sweep/4192nm_125mw1.csv,p_sweep,canonical,4192,130,125,False,,1,0.015340997619047619,0.0027721606107664176,0.0063217994494394235,1.152668092857143,182.3322777123773,92.5,-406.0,64.5,466.0,1.0,1.0,3.450107711348983,3.686511537910431,1.0661329663388148,0.002403792165004808,2.0,0.013299461639840757,110.0,2000.0,0.0,0.0,,,-1.4623912035621496,-0.19305019305019305,-0.674490759476593
p_sweep/4192nm_125mw2.csv,p_sweep,canonical,4192,130,125,False,,2,0.015197414285714283,0.003077334567382462,0.0063217994494394235,1.1835367523809524,187.21516901107972,84.5,-412.0,64.5,463.0,1.0,1.0,5.398683844207064,4.156530334366046,1.067444452051316,0.0025975173366019383,1.0,0.013736971857964986,110.0,1999.0,0.0,0.0,,,-0.12277136909549827,-0.19305019305019305,-0.674490759476593
p_sweep/4192nm_125mw3.csv,p_sweep,canonical,4192,130,125,False,,3,0.014252214285714286,0.0027416540164282273,0.0063217994494394235,1.1437784142857144,180.9260833775955,39.5,-457.5,65.0,465.0,1.0,1.0,4.184717817560341,3.183795577901357,1.0634426168690303,0.002394617985619391,1.0,0.017595334192224466,110.0,1999.0,0.0,0.0,,,-1.7048717119435213,0.38759689922480617,-0.674490759476593
p_sweep/4192nm_125mw4.csv,p_sweep,canonical,4192,130,125,False,,4,0.014718823809523808,0.0030229018769559334,0.006585146605702762,1.2290260952380951,186.6361022507462,40.5,-457.5,64.5,467.0,1.0,1.0,3.6247332715917078,2.6498884488450067,1.0630006794003886,0.0024571316970238505,1.0,0.009823459785643944,110.0,1999.0,0.0,0.0,,,2.0671112618686993,-0.19305019305019305,2.0828496567278063
p_sweep/4192nm_125mw5.csv,p_sweep,canonical,4192,130,125,False,,5,0.015227333333333332,0.003125933888359998,0.0068484937619661,1.2329923238095237,180.03846782442713,90.0,-414.0,65.0,463.0,1.0,1.0,3.885808599965081,3.8494633976699517,1.05497262551959,0.002533974349298934,1.0,0.01720293537988143,110.0,2000.0,0.0,0.0,,,2.2016835125997254,0.38759689922480617,4.1656993134556055
p_sweep/4192nm_175mw1.csv,p_sweep,canonical,4192,130,175,False,,1,0.021764876190476193,0.021635192892007892,0.011207874653247313,2.3932244190476184,213.53061959469875,63.0,-435.5,64.0,467.5,1.0,1.0,4.371632984887144,3.2479397608991554,1.2578116117226124,0.009031145398272754,1.0,0.009970599567998159,110.0,1999.0,0.0,0.0,,,0.2194619917263681,0.39370078740157477,-2.0836694813460226
p_sweep/4192nm_175mw2.csv,p_sweep,canonical,4192,130,175,False,,2,0.020348266666666663,-0.016641478042926598,0.011695150760855587,2.4149826238095233,206.49435592507484,62.5,-435.5,63.0,466.5,1.0,1.0,4.439378937999556,3.0846369466001757,1.2492874821105853,0.006884039827441392,1.0,0.016768409496782866,110.0,1999.0,0.0,0.0,,,0.8249949183909536,-0.78125,-0.00044819735027955184
p_sweep/4192nm_175mw3.csv,p_sweep,canonical,4192,130,175,False,,3,0.01952929523809524,-0.016318861711389823,0.01169525559650697,2.4071912857142856,205.82630844196711,61.0,-435.5,64.0,465.5,1.0,1.0,3.5272377994415054,2.6602513093252913,1.1395624529063324,0.00677243347731752,1.0,0.008908615001777928,110.0,1999.0,0.0,0.0,,,0.6610207700083628,0.39370078740157477,0.00022409967954489343
p_sweep/4192nm_175mw4.csv,p_sweep,canonical,4192,130,175,False,,4,0.01917514761904762,0.01853281193703097,0.01169525559650697,2.3388621238095237,199.9838399861969,61.5,-435.5,63.0,466.0,1.0,1.0,3.5451594457950826,3.0895077831827873,1.0704532480286768,0.00791593439246346,1.0,0.011924008736419857,110.0,1999.0,0.0,0.0,,,-1.2779253369781018,-0.78125,0.00022409967954489343
p_sweep/4192nm_175mw5.csv,p_sweep,canonical,4192,130,175,False,,5,0.021034438095238094,-0.014957529661409629,0.01169525559650697,2.35834049047619,201.64933301505246,62.0,-435.5,64.5,466.0,1.0,1.0,3.8080885551955235,4.121228936320087,1.053253271683732,0.0063360537598754684,1.0,0.017095656640640115,110.0,1999.0,0.0,0.0,,,-0.8721611726924099,0.7874015748031495,0.00022409967954489343
p_sweep/4192nm_225mw1.csv,p_sweep,canonical,4192,130,225,False,,1,-0.009697238095238096,0.0002954025723098344,0.01603985466094379,4.287792476190476,267.3211551368372,30.49999999999997,-468.0,62.0,468.0,1.0,1.0,3.7299906206091324,2.197598560202427,1.1141752067604076,6.88249656148739e-05,1.0,0.01344917038667856,110.0,1999.0,0.0,1.0,"jj,nj",,1.1974129408394947,-0.597609561752988,-1.8224896919243527
p_sweep/4192nm_225mw2.csv,p_sweep,canonical,4192,130,225,False,,2,-0.011559619047619048,0.0007679605331176001,0.01738479123248133,4.181335195238096,240.5168482797647,32.0,-468.0,63.5,467.5,1.0,1.0,3.6159942872555755,2.6659006974991857,1.0613708151143109,0.00018348028482820467,1.0,0.015797408258126238,110.0,1999.0,0.0,0.0,,,-0.16854038841520166,1.004016064257028,-0.05428993139996761
p_sweep/4192nm_225mw3.csv,p_sweep,canonical,4192,130,225,False,,3,-0.01012387619047619,0.00039160899185232336,0.018965188677015514,4.193682661904761,221.1252802872039,31.5,-468.0,62.0,467.5,1.0,1.0,3.1339933663030184,1.7372681663305023,0.8888841821771024,9.328731198816579e-05,1.0,0.013909941169311177,110.0,1999.0,0.0,0.0,,,0.05226468154511513,-0.597609561752988,1.9229809851771174
p_sweep/4192nm_225mw4.csv,p_sweep,canonical,4192,130,225,False,,4,-0.010841742857142858,-0.0007521276124600005,0.018965188677015514,4.156927452380952,219.1872447553795,30.5,-468.0,62.5,467.0,1.0,1.0,3.7054425598318734,2.1064301276263664,1.131944746265245,0.0001807526095787833,1.0,0.014205035256871121,110.0,1999.0,0.0,0.0,,,-0.4594219837919278,0.0,1.9229809851771174
p_sweep/4192nm_225mw5.csv,p_sweep,canonical,4192,130,225,False,,5,-0.011416042857142856,0.0007430218719710005,0.015804393787947183,4.197272023809524,265.5762745554003,31.5,-468.0,63.0,467.5,1.0,1.0,3.9395597055015896,2.4961012122799207,0.9756855158809503,0.00017684792548311486,1.0,0.014199723716106453,110.0,1999.0,0.0,0.0,,,0.11657402294095931,0.6024096385542168,-2.023472278429753
