role,peak,amplitude,amplitude_err,centre_err,centre_mhz,chi2_red,corr_marginal,gamma_coll,gamma_coll_err,gamma_coll_err_marginal,note,power_mW,sigma_laser,sigma_laser_err,sigma_laser_err_marginal,temperature_C,status
p_sweep,4154,5.795032915219345,0.02313129694950997,0.010337743067204114,3.3233099018830696,0.7993734017816639,-0.8286632291168353,0.2281278945839825,0.029520940248375493,0.052739745633136305,"one trace alone, the condition's pooled laser width pinned for the F36 per-parameter calibration",125,,,,130,DIAGNOSTIC
p_sweep,4154,5.79101072812054,0.023204282533860275,0.010510821008201578,3.1549336446847565,0.9275382162027718,-0.8269668541285341,0.3288318377675114,0.030174266493101395,0.05366692794598215,"one trace alone, the condition's pooled laser width pinned for the F36 per-parameter calibration",125,,,,130,DIAGNOSTIC
p_sweep,4154,5.723543134389312,0.023156439581650323,0.010387667233128884,3.2501695250850884,0.8648729098202561,-0.83019562100794,0.20197625740041164,0.029797484141214532,0.053451069380151185,"one trace alone, the condition's pooled laser width pinned for the F36 per-parameter calibration",125,,,,130,DIAGNOSTIC
p_sweep,4154,5.496004036744785,0.02282773675104483,0.01051860161749873,3.058367095257703,0.8699271520822607,-0.8311953677717121,0.15919351203187443,0.030364785037130297,0.05461484310524418,"one trace alone, the condition's pooled laser width pinned for the F36 per-parameter calibration",125,,,,130,DIAGNOSTIC
p_sweep,4154,6.095482133570448,0.023656224732482845,0.010033131612761544,2.9411050205295557,0.8704197334993743,-0.8279180349361417,0.2073498949657372,0.028616897386501347,0.0510242358040539,"one trace alone, the condition's pooled laser width pinned for the F36 per-parameter calibration",125,,,,130,DIAGNOSTIC
p_sweep,4154,11.691134387351505,0.03389385227955355,0.007187458132930856,2.939442343242674,1.03377608916162,-0.8240869258245651,0.23824363020479436,0.021200115961053645,0.0374253966677998,"one trace alone, the condition's pooled laser width pinned for the F36 per-parameter calibration",175,,,,130,DIAGNOSTIC
p_sweep,4154,12.138400158394722,0.03430142970670156,0.006905687660433402,3.0470824434270685,1.0087123668237166,-0.8249432665377017,0.19898473877340497,0.02052711459830893,0.036317321684917366,"one trace alone, the condition's pooled laser width pinned for the F36 per-parameter calibration",175,,,,130,DIAGNOSTIC
p_sweep,4154,12.306987230962262,0.03401143805039333,0.006821826058377459,3.100022985345964,0.9692792040329964,-0.8251068114769153,0.19538066985420688,0.020085069739818356,0.03555025770495927,"one trace alone, the condition's pooled laser width pinned for the F36 per-parameter calibration",175,,,,130,DIAGNOSTIC
p_sweep,4154,11.952549524481684,0.033697798855029555,0.006875534104418557,2.9460768593194486,0.9751690919104875,-0.8243101154742432,0.15275346791375366,0.020343219610011447,0.03593328943984956,"one trace alone, the condition's pooled laser width pinned for the F36 per-parameter calibration",175,,,,130,DIAGNOSTIC
p_sweep,4154,11.912476430054493,0.03395361968377404,0.006947418238410841,3.0685975091013824,0.8953391537498088,-0.8242711592590487,0.19549069232350816,0.0206939594427302,0.03654915792321256,"one trace alone, the condition's pooled laser width pinned for the F36 per-parameter calibration",175,,,,130,DIAGNOSTIC
p_sweep,4154,19.760462875111948,0.04297059802379165,0.005139553357693119,2.7105252010494243,1.0050845411301337,-0.7086442742097459,0.22413754387011675,0.015580620909349885,0.02208244484875359,"one trace alone, the condition's pooled laser width pinned for the F36 per-parameter calibration",225,,,,130,DIAGNOSTIC
p_sweep,4154,20.04238049143408,0.04291849636728158,0.005052221020159323,2.8271053499361454,0.9819578371784656,-0.7113618422879937,0.18661576496959692,0.015240323517340714,0.02168434917848546,"one trace alone, the condition's pooled laser width pinned for the F36 per-parameter calibration",225,,,,130,DIAGNOSTIC
p_sweep,4154,19.92230229507501,0.043895611874634435,0.005222013130490611,2.7434459745924697,1.0549254571928404,-0.7069463964732366,0.20123666120402942,0.01571769594766128,0.022223139308209915,"one trace alone, the condition's pooled laser width pinned for the F36 per-parameter calibration",225,,,,130,DIAGNOSTIC
p_sweep,4154,20.183693217841423,0.04335132478988856,0.0051286456922539775,2.842232851863245,1.0188648303386443,-0.7081525867790648,0.2392008639954548,0.015424517065005142,0.021845919032757274,"one trace alone, the condition's pooled laser width pinned for the F36 per-parameter calibration",225,,,,130,DIAGNOSTIC
p_sweep,4154,20.494435428683296,0.04317051214094168,0.005001884312964452,2.8185400271663545,0.9154023199346142,-0.7107347134756591,0.20210839367554345,0.015048595129681538,0.021392249961188502,"one trace alone, the condition's pooled laser width pinned for the F36 per-parameter calibration",225,,,,130,DIAGNOSTIC
p_sweep,4154,0.1926219332188923,0.005297769451738649,0.06455076029608223,3.8178940006213464,0.8688423619494076,-0.8701769747786186,0.017075965372980458,0.19548616014683792,0.3967334332544708,"one trace alone, the condition's pooled laser width pinned for the F36 per-parameter calibration",25,,,,130,DIAGNOSTIC
p_sweep,4154,0.18163603952565438,0.005524245172258094,0.07126483339538389,4.294964260425493,0.8438350563534537,-0.8739644460079015,0.33533845576309185,0.22493466490824268,0.46283818233620394,"one trace alone, the condition's pooled laser width pinned for the F36 per-parameter calibration",25,,,,130,DIAGNOSTIC
p_sweep,4154,0.18991845453682063,0.005377563351597323,0.0665209798044097,3.896034207709844,0.8729314231385792,-0.8743483103725328,0.16088869267431985,0.20564096487027148,0.42374083392429623,"one trace alone, the condition's pooled laser width pinned for the F36 per-parameter calibration",25,,,,130,DIAGNOSTIC
p_sweep,4154,0.1911102220444558,0.005270655741665487,0.06715151834197093,3.9413223033652702,0.8218257262983792,-0.8684762681757948,0.25710859745651005,0.20482220119038613,0.4131722779433781,"one trace alone, the condition's pooled laser width pinned for the F36 per-parameter calibration",25,,,,130,DIAGNOSTIC
p_sweep,4154,0.18102039946357623,0.005495481905657394,0.0726262666639859,3.7273089065540086,0.7942887929502936,-0.8733733756925685,0.45014242892245915,0.22911260695136018,0.47040756830378433,"one trace alone, the condition's pooled laser width pinned for the F36 per-parameter calibration",25,,,,130,DIAGNOSTIC
p_sweep,4154,1.9251681418381008,0.014481040807183963,0.0191395426073441,2.491912968160857,0.9078381147215928,-0.811743382022175,0.24640644615716503,0.05536379333040348,0.09479869760643188,"one trace alone, the condition's pooled laser width pinned for the F36 per-parameter calibration",75,,,,130,DIAGNOSTIC
p_sweep,4154,1.909746912390107,0.014034644544191592,0.019027078374449294,2.390332545261967,0.8288868521306002,-0.8099939829601723,0.20056235765182331,0.05376333624634307,0.09167775463324766,"one trace alone, the condition's pooled laser width pinned for the F36 per-parameter calibration",75,,,,130,DIAGNOSTIC
p_sweep,4154,1.9683193107160146,0.014414476127553144,0.018208923109554718,2.604812684337901,0.7756830779216991,-0.8138759066623633,0.06606585856971779,0.052548442659392666,0.09043879474593845,"one trace alone, the condition's pooled laser width pinned for the F36 per-parameter calibration",75,,,,130,DIAGNOSTIC
p_sweep,4154,1.9909624312534147,0.014479796264289484,0.017853887321100447,2.688124554704132,0.8748780498505034,-0.8198998753488915,5.416698382153371e-18,0.05173176255420169,0.09036006219892682,"one trace alone, the condition's pooled laser width pinned for the F36 per-parameter calibration",75,,,,130,DIAGNOSTIC
p_sweep,4154,1.9951298607574217,0.014463793362925075,0.018658737633305878,2.45354859731676,0.9475042326649511,-0.8099568970636105,0.23398359637881433,0.05341395984449127,0.09107404017496151,"one trace alone, the condition's pooled laser width pinned for the F36 per-parameter calibration",75,,,,130,DIAGNOSTIC
p_sweep,4192,8.75682448692435,0.02973167912615814,0.008559577788528155,7.8033712745210675,0.8352428389335538,-0.8397344607727809,0.11878062526710136,0.024768529913426422,0.045614464887772835,"one trace alone, the condition's pooled laser width pinned for the F36 per-parameter calibration",125,,,,130,DIAGNOSTIC
p_sweep,4192,9.070775396304091,0.030280144692044885,0.00848201709017477,7.086302326630909,0.8368239076637992,-0.8466951908466596,0.16784263256534757,0.024524872912657463,0.04609260641627829,"one trace alone, the condition's pooled laser width pinned for the F36 per-parameter calibration",125,,,,130,DIAGNOSTIC
p_sweep,4192,8.80659283206843,0.029991285995934685,0.008692961913736108,3.4126612049224208,0.8157635894070272,-0.8372214746594423,0.21619527869113594,0.025224803710640533,0.04612628563142646,"one trace alone, the condition's pooled laser width pinned for the F36 per-parameter calibration",125,,,,130,DIAGNOSTIC
p_sweep,4192,9.391967730694583,0.030598872146658147,0.008240346483222048,3.5924333040245013,0.7972015360487665,-0.8352127986212599,0.110494517067547,0.023696118552016504,0.04308957993000432,"one trace alone, the condition's pooled laser width pinned for the F36 per-parameter calibration",125,,,,130,DIAGNOSTIC
p_sweep,4192,9.426896605349949,0.030610962675277267,0.008287191715621535,7.653886030623257,0.8867607894924606,-0.8416521989061436,0.1634117351199304,0.023889815386380256,0.04423876223599254,"one trace alone, the condition's pooled laser width pinned for the F36 per-parameter calibration",125,,,,130,DIAGNOSTIC
p_sweep,4192,18.263055897427645,0.04120423975030206,0.005532939430195459,5.443370224340335,0.9778591607583658,-0.8182317359499901,0.1827180782749594,0.016319336479557696,0.028386957680205202,"one trace alone, the condition's pooled laser width pinned for the F36 per-parameter calibration",175,,,,130,DIAGNOSTIC
p_sweep,4192,18.24042019233425,0.04182384042046737,0.005592186474574041,5.308498021986639,0.9999414023729667,-0.8205918898982788,0.2338100326441033,0.01673744770803672,0.029286123915192645,"one trace alone, the condition's pooled laser width pinned for the F36 per-parameter calibration",175,,,,130,DIAGNOSTIC
p_sweep,4192,18.41252091125206,0.04148472949685331,0.005527547979509142,5.246552059370133,0.9187917303931948,-0.8210713889605399,0.19569704288931164,0.016327643405466073,0.028603562445474986,"one trace alone, the condition's pooled laser width pinned for the F36 per-parameter calibration",175,,,,130,DIAGNOSTIC
p_sweep,4192,17.637617839609316,0.041136502402476426,0.00565231269421683,5.245088977727959,0.9619676984764723,-0.8203518788142341,0.18461937701271633,0.016861967042487384,0.02948622825666239,"one trace alone, the condition's pooled laser width pinned for the F36 per-parameter calibration",175,,,,130,DIAGNOSTIC
p_sweep,4192,18.169922049638515,0.04149729312126941,0.005663440413508961,5.331625500766731,0.9078697823879004,-0.818196703999421,0.2939700754409193,0.01683801040797798,0.029286634304703733,"one trace alone, the condition's pooled laser width pinned for the F36 per-parameter calibration",175,,,,130,DIAGNOSTIC
p_sweep,4192,31.813894712508283,0.05778264802607113,0.0042867566910680865,2.6292872754257246,1.0806343689901705,-0.63914820815523,0.15865312343050147,0.012870190659145702,0.016734449714947933,"one trace alone, the condition's pooled laser width pinned for the F36 per-parameter calibration",225,,,,130,DIAGNOSTIC
p_sweep,4192,31.754873401790103,0.056346873627494305,0.0042688254632880125,2.651766172633758,1.0284644679400265,-0.6337512348229217,0.26197587988995474,0.012788774909682821,0.016532856438393445,"one trace alone, the condition's pooled laser width pinned for the F36 per-parameter calibration",225,,,,130,DIAGNOSTIC
p_sweep,4192,31.457582895397326,0.05641622159059848,0.004257522304739759,2.569202706029606,1.027559500244877,-0.6387120978295217,0.223200580574934,0.01283191420629031,0.016676826389357594,"one trace alone, the condition's pooled laser width pinned for the F36 per-parameter calibration",225,,,,130,DIAGNOSTIC
p_sweep,4192,31.157093418592815,0.05611100947469413,0.004271849821490123,2.5509915425682856,1.0317297599635158,-0.6384031415827387,0.20200697534451037,0.012854872161650018,0.016701099049695228,"one trace alone, the condition's pooled laser width pinned for the F36 per-parameter calibration",225,,,,130,DIAGNOSTIC
p_sweep,4192,31.61330983850181,0.055953260053204286,0.0042274886807258305,2.641328712319107,1.0141466532411219,-0.6382938449958879,0.2294136160364662,0.012682991367999363,0.01647585068883422,"one trace alone, the condition's pooled laser width pinned for the F36 per-parameter calibration",225,,,,130,DIAGNOSTIC
p_sweep,4192,0.31349820036574083,0.006677510392152108,0.050232804095100524,5.84488572678693,0.8562903135970436,-0.6653784437951613,0.18838899180169308,0.1506473791619274,0.20180324888515522,"one trace alone, the condition's pooled laser width pinned for the F36 per-parameter calibration",25,,,,130,DIAGNOSTIC
p_sweep,4192,0.29082278797810374,0.00648895733654375,0.054212938179287566,5.432284577512079,0.87238492527597,-0.6364686412921056,0.37680980957944155,0.16352336658347733,0.2120093605249535,"one trace alone, the condition's pooled laser width pinned for the F36 per-parameter calibration",25,,,,130,DIAGNOSTIC
p_sweep,4192,0.31163434869140655,0.006807865058673861,0.05314120365498972,6.178957447935072,0.7644175606885258,-0.6511710217643925,0.5312253599782613,0.16344094638567655,0.21535678611542008,"one trace alone, the condition's pooled laser width pinned for the F36 per-parameter calibration",25,,,,130,DIAGNOSTIC
p_sweep,4192,0.29246659982801765,0.006602364708299124,0.05247556612554554,6.275548851470471,0.8771273210290063,-0.6422416445514608,0.23115458714614523,0.1613315052359724,0.210477541653774,"one trace alone, the condition's pooled laser width pinned for the F36 per-parameter calibration",25,,,,130,DIAGNOSTIC
p_sweep,4192,0.31443626983154155,0.006682006044615451,0.05018535827357364,6.15070078437863,0.8101607466355908,-0.6551780503349893,0.251190795268595,0.15337764450679048,0.20302160325725582,"one trace alone, the condition's pooled laser width pinned for the F36 per-parameter calibration",25,,,,130,DIAGNOSTIC
p_sweep,4192,3.21987103324007,0.017289438608523378,0.014006388244381432,3.540641764501257,0.8346580040679672,-0.8213987431612223,0.29531856066697887,0.04004239543036821,0.07020616953132978,"one trace alone, the condition's pooled laser width pinned for the F36 per-parameter calibration",75,,,,130,DIAGNOSTIC
p_sweep,4192,3.042743681781404,0.01689181355735301,0.014318599104925358,3.171408802520833,0.8658005088177123,-0.823559985347549,0.2615685698223043,0.041245990379625494,0.07271485905194075,"one trace alone, the condition's pooled laser width pinned for the F36 per-parameter calibration",75,,,,130,DIAGNOSTIC
p_sweep,4192,3.112611348912589,0.017125973845729683,0.014328625984814105,3.341627102553396,0.9240686496506534,-0.8219950654567568,0.3336051494442176,0.0413699065102981,0.07264319220109405,"one trace alone, the condition's pooled laser width pinned for the F36 per-parameter calibration",75,,,,130,DIAGNOSTIC
p_sweep,4192,3.328545316163798,0.01752610179222768,0.013574519320593052,3.3544829506576335,0.8483224142758194,-0.8208532567907655,0.2185423241546969,0.03880827827095649,0.06794890201953187,"one trace alone, the condition's pooled laser width pinned for the F36 per-parameter calibration",75,,,,130,DIAGNOSTIC
p_sweep,4192,3.1568363508172994,0.017206831569933512,0.01433099111025564,3.245087619546736,0.8836926341477374,-0.82150591697971,0.3630453021398472,0.04110509170441489,0.07208890291083662,"one trace alone, the condition's pooled laser width pinned for the F36 per-parameter calibration",75,,,,130,DIAGNOSTIC
p_sweep,4207,4.0951816384156805,0.02032337101158836,0.012513342368409251,2.793110941933343,0.8342936970966064,-0.8345076327398209,0.20567232818733336,0.035702462840893893,0.06479618402119454,"one trace alone, the condition's pooled laser width pinned for the F36 per-parameter calibration",125,,,,130,DIAGNOSTIC
p_sweep,4207,4.067874426046865,0.020388747408842087,0.012762232587273171,2.946452527709757,0.8246490106036001,-0.8333746620804022,0.27926080124926045,0.03646319934385682,0.06597184617529415,"one trace alone, the condition's pooled laser width pinned for the F36 per-parameter calibration",125,,,,130,DIAGNOSTIC
p_sweep,4207,3.970412048871548,0.02026569856483406,0.012916687326085538,2.841297657807707,0.785791561473398,-0.8347215747621386,0.2680045434976208,0.03712320044052878,0.06741433318941234,"one trace alone, the condition's pooled laser width pinned for the F36 per-parameter calibration",125,,,,130,DIAGNOSTIC
p_sweep,4207,4.2142873868886515,0.02076915227616676,0.012370795347147183,2.7973322822427633,0.7654718523128495,-0.8354255570220629,0.2431588148546828,0.03560358523485522,0.06478047808518184,"one trace alone, the condition's pooled laser width pinned for the F36 per-parameter calibration",125,,,,130,DIAGNOSTIC
p_sweep,4207,3.914775081406765,0.020193533770340704,0.013094498847459193,2.657479152484955,0.7203017163481619,-0.8340412706162258,0.2768449729121413,0.03748248905536998,0.06793973056359442,"one trace alone, the condition's pooled laser width pinned for the F36 per-parameter calibration",125,,,,130,DIAGNOSTIC
p_sweep,4207,8.143278674457871,0.0266724106555405,0.008350814203844674,99.9524561046929,0.9780898818995677,-0.8405171018542442,0.21108728575069258,0.02404762450947947,0.04438591670898805,"one trace alone, the condition's pooled laser width pinned for the F36 per-parameter calibration",175,,,,130,DIAGNOSTIC
p_sweep,4207,7.984377365172888,0.026694758349182297,0.008478898424156335,100.42676198669562,0.9147670682225453,-0.8392176851474992,0.24345975855764657,0.024713335362853063,0.04544599924800093,"one trace alone, the condition's pooled laser width pinned for the F36 per-parameter calibration",175,,,,130,DIAGNOSTIC
p_sweep,4207,8.301356185585584,0.02719184668464122,0.00825039147677089,2.181762446701984,0.8599701124224246,-0.8274705092932437,0.2217490415389304,0.02412263947230704,0.04296036546737564,"one trace alone, the condition's pooled laser width pinned for the F36 per-parameter calibration",175,,,,130,DIAGNOSTIC
p_sweep,4207,7.952605943994725,0.026730844463337573,0.00848315474810333,2.088382372926699,0.8755168474937977,-0.8414291197572341,0.23344482898124833,0.024785205714737288,0.04586731373864057,"one trace alone, the condition's pooled laser width pinned for the F36 per-parameter calibration",175,,,,130,DIAGNOSTIC
p_sweep,4207,8.502458567937218,0.027177962642874802,0.008256346602526228,2.1753217312182187,0.8317405243755267,-0.8347946921771724,0.29431963419422236,0.023845956236289125,0.043312076626587266,"one trace alone, the condition's pooled laser width pinned for the F36 per-parameter calibration",175,,,,130,DIAGNOSTIC
p_sweep,4207,14.530697508964122,0.03741076968755033,0.006294755040337851,52.409734710121505,0.9319401193849582,-0.820649453844745,0.206800182432119,0.01870633259248955,0.032735888464696695,"one trace alone, the condition's pooled laser width pinned for the F36 per-parameter calibration",225,,,,130,DIAGNOSTIC
p_sweep,4207,14.827472340379956,0.03773862757309817,0.006336073218656726,50.900297796694545,1.005496664354357,-0.8180842838767385,0.28993889902837955,0.018758958490176215,0.032618696799446,"one trace alone, the condition's pooled laser width pinned for the F36 per-parameter calibration",225,,,,130,DIAGNOSTIC
p_sweep,4207,14.674154234763442,0.037725486120918014,0.006321901071121046,50.209613891274806,0.9869518353153717,-0.8193066809756328,0.261090630145777,0.018836745844244236,0.03285351739907087,"one trace alone, the condition's pooled laser width pinned for the F36 per-parameter calibration",225,,,,130,DIAGNOSTIC
p_sweep,4207,14.900166047916404,0.03771509946770786,0.006240995251003046,49.6109595924213,0.9454398630951959,-0.8186897571487545,0.22815027017822134,0.0184581913805476,0.03214390710798304,"one trace alone, the condition's pooled laser width pinned for the F36 per-parameter calibration",225,,,,130,DIAGNOSTIC
p_sweep,4207,14.901890543309015,0.03771840973329316,0.006273591194844104,48.97233257942591,0.9406403898766217,-0.8181689939826605,0.2675665217124448,0.018595789854692873,0.03234175145748364,"one trace alone, the condition's pooled laser width pinned for the F36 per-parameter calibration",225,,,,130,DIAGNOSTIC
p_sweep,4207,0.16047772223113396,0.005091491499824095,0.07405524315381265,10.591593394253017,0.8950928866800175,-0.8278798399735596,0.27119471867355854,0.2276456911925916,0.40585391760407324,"one trace alone, the condition's pooled laser width pinned for the F36 per-parameter calibration",25,,,,130,DIAGNOSTIC
p_sweep,4207,0.160987232383517,0.005330024763485874,0.07740789309773118,15.622703335353622,0.8719287624310947,-0.8278218622657109,0.5234180056529595,0.2448773832477182,0.436508534040662,"one trace alone, the condition's pooled laser width pinned for the F36 per-parameter calibration",25,,,,130,DIAGNOSTIC
p_sweep,4207,0.15291952042471751,0.005161164388619396,0.07660772598171461,17.151838069830262,0.964050315158844,-0.82943370969549,0.27835448590069173,0.2400802073025708,0.4297851610809699,"one trace alone, the condition's pooled laser width pinned for the F36 per-parameter calibration",25,,,,130,DIAGNOSTIC
p_sweep,4207,0.15677698222083908,0.005248471231687996,0.07320260047006508,13.412118877511178,0.9449962698308865,-0.8338636233804485,0.14511941244537263,0.23341547585148703,0.4228767051452827,"one trace alone, the condition's pooled laser width pinned for the F36 per-parameter calibration",25,,,,130,DIAGNOSTIC
p_sweep,4207,0.15733570604511757,0.005361954756003214,0.0737642178268083,16.608875426636946,0.839961951629582,-0.8323340296595848,0.2096608251582164,0.23934017262292215,0.4318081280608611,"one trace alone, the condition's pooled laser width pinned for the F36 per-parameter calibration",25,,,,130,DIAGNOSTIC
p_sweep,4207,1.4666831138302794,0.013137778982205297,0.022639046873205535,3.116023966249106,0.8046316124713736,-0.8234880348097343,0.1904844619939299,0.06557847843911564,0.11559067553077718,"one trace alone, the condition's pooled laser width pinned for the F36 per-parameter calibration",75,,,,130,DIAGNOSTIC
p_sweep,4207,1.4142996748783643,0.01277155229705784,0.023068072008707127,3.0608323524250625,0.8706041111821425,-0.8231380136572134,0.1955115422552458,0.06618110291772433,0.11654857772642127,"one trace alone, the condition's pooled laser width pinned for the F36 per-parameter calibration",75,,,,130,DIAGNOSTIC
